REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526286360,30954-3122-2,15,2023-01-07,500.0,,CHF,,2023-01-07,Processed,Credit,,Cash,CASH_INIT
1099526286362,30954-3123-4,15,2023-01-07,22.0,,CHF,7.7,2023-01-07,Processed,Credit,1556-157000000,Cashless Prepaid,"1 Mittagscombo, 1 Gipfel, 2 Kaffee"
1099526286385,30954-3124-2,15,2023-01-07,60.0,,CHF,,2023-01-07,Processed,Credit,40415382399,Credit/Debit,LOAD ENCASH
1099526286385,30954-3124-3,15,2023-01-07,60.0,,CHF,,2023-01-07,Processed,Debit,1669-6000000,Cashless Prepaid,LOAD LOAD
1099526286387,30954-3125-4,15,2023-01-07,20.0,,CHF,7.7,2023-01-07,Processed,Credit,1669-7000000,Cashless Prepaid,"1 Mittagscombo, 2 Kaffee"
1099526286538,24648-12763-2,16,2023-01-07,600.0,,CHF,,2023-01-07,Processed,Credit,,Cash,CASH_INIT
1099526286544,24648-12764-3,16,2023-01-07,6.0,,CHF,7.7,2023-01-07,Processed,Credit,,Cash,"1 Kaffee, 1 Snack II"
1099526286549,24648-12765-3,16,2023-01-07,6.5,,CHF,7.7,2023-01-07,Processed,Credit,,Cash,"1 Cappuccino, 1 Snack II"
1099526286556,24648-12766-3,16,2023-01-07,4.5,,CHF,7.7,2023-01-07,Processed,Credit,66088979000,Credit/Debit,1 Cappuccino
1099526286559,24648-12767-3,16,2023-01-07,7.0,,CHF,7.7,2023-01-07,Processed,Credit,89864197100,Credit/Debit,"1 Snack II, 1 Latte Machiato"
1099526286562,24648-12768-3,16,2023-01-07,6.0,,CHF,7.7,2023-01-07,Processed,Credit,39964197100,Credit/Debit,"1 Kaffee, 1 Snack II"
1099526286563,24648-12769-3,16,2023-01-07,2.0,,CHF,7.7,2023-01-07,Processed,Credit,,Cash,1 Gipfel
1099526286574,24648-12770-3,16,2023-01-07,5.0,,CHF,7.7,2023-01-07,Processed,Credit,,Cash,1 Latte Machiato
