REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526206180,30954-2734-2,15,2022-12-22,500.0,,CHF,,2022-12-22,Processed,Credit,,Cash,CASH_INIT
1099526206181,24647-13323-2,18,2022-12-22,600.0,,CHF,,2022-12-22,Processed,Credit,,Cash,CASH_INIT
1099526206182,30954-2735-4,15,2022-12-22,15.0,,CHF,7.7,2022-12-22,Processed,Credit,1538-114000000,Cashless Prepaid,1 Mittagscombo
1099526206204,24647-13324-3,18,2022-12-22,4.0,,CHF,7.7,2022-12-22,Processed,Credit,,Cash,1 Kaffee
1099526206267,30954-2736-4,15,2022-12-22,5.0,,CHF,7.7,2022-12-22,Processed,Credit,1532-115000000,Cashless Prepaid,2 Kaffee
1099526206268,30954-2737-4,15,2022-12-22,15.0,,CHF,7.7,2022-12-22,Processed,Credit,1532-116000000,Cashless Prepaid,1 Mittagscombo
1099526206278,30954-2738-4,15,2022-12-22,2.5,,CHF,7.7,2022-12-22,Processed,Credit,1530-536000000,Cashless Prepaid,1 Kaffee
1099526206279,30954-2739-3,15,2022-12-22,4.0,,CHF,7.7,2022-12-22,Processed,Credit,83476300000,Credit/Debit,1 PET Flasche
1099526206281,24647-13325-3,18,2022-12-22,8.0,,CHF,7.7,2022-12-22,Processed,Credit,,Cash,2 Kaffee
1099526206282,30954-2740-4,15,2022-12-22,17.5,,CHF,7.7,2022-12-22,Processed,Credit,1503-679000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526206283,30954-2741-4,15,2022-12-22,17.5,,CHF,7.7,2022-12-22,Processed,Credit,1560-661000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
