REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526042959,30954-1544-2,15,2022-11-27,500.0,,CHF,,2022-11-27,Processed,Credit,,Cash,CASH_INIT
1099526042960,24648-12247-2,16,2022-11-27,300.0,,CHF,,2022-11-27,Processed,Credit,,Cash,CASH_INIT
1099526042961,30954-1545-2,15,2022-11-27,15.0,,CHF,,2022-11-27,Processed,Credit,,Cash,LOAD ENCASH
1099526042961,30954-1545-3,15,2022-11-27,15.0,,CHF,,2022-11-27,Processed,Debit,1637-8000000,Cashless Prepaid,LOAD LOAD
1099526042962,30954-1546-3,15,2022-11-27,15.0,,CHF,7.7,2022-11-27,Processed,Credit,1637-9000000,Cashless Prepaid,1 Küche offen
1099526042963,24647-12868-2,18,2022-11-27,600.0,,CHF,,2022-11-27,Processed,Credit,,Cash,CASH_INIT
1099526042964,30954-1547-4,15,2022-11-27,19.5,,CHF,7.7,2022-11-27,Processed,Credit,1565-144000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Gipfel"
1099526042965,30954-1548-3,15,2022-11-27,4.0,,CHF,7.7,2022-11-27,Processed,Credit,29968958020,Credit/Debit,1 Espresso
1099526042966,30954-1549-3,15,2022-11-27,8.0,,CHF,7.7,2022-11-27,Processed,Credit,,Cash,2 Espresso
1099526042967,30954-1550-3,15,2022-11-27,4.0,,CHF,7.7,2022-11-27,Processed,Credit,12913395220,Credit/Debit,1 PET Flasche
1099526042968,30954-1551-3,15,2022-11-27,6.0,,CHF,7.7,2022-11-27,Processed,Credit,99223395220,Credit/Debit,"1 Kaffee, 1 Snack II"
1099526042969,30954-1552-3,15,2022-11-27,4.0,,CHF,7.7,2022-11-27,Processed,Credit,12296051000,Credit/Debit,1 PET Flasche
1099526042972,30954-1555-3,15,2022-11-27,6.5,,CHF,7.7,2022-11-27,Processed,Credit,88889800399,Credit/Debit,"1 Snack II, 1 Cappuccino"
1099526042973,30954-1556-3,15,2022-11-27,8.0,,CHF,7.7,2022-11-27,Processed,Credit,85392712220,Credit/Debit,"2 Snack II, 1 PET Flasche"
1099526042974,30954-1557-3,15,2022-11-27,2.0,,CHF,7.7,2022-11-27,Processed,Credit,56377200120,Credit/Debit,1 Snack II
1099526042975,24647-12869-3,18,2022-11-27,6.0,,CHF,7.7,2022-11-27,Processed,Credit,,Cash,"1 Gipfel, 1 Kaffee"
1099526042976,24647-12870-2,18,2022-11-27,100.0,,CHF,,2022-11-27,Processed,Credit,,Cash,LOAD ENCASH
1099526042976,24647-12870-3,18,2022-11-27,100.0,,CHF,,2022-11-27,Processed,Debit,1631-29000000,Cashless Prepaid,LOAD LOAD
