REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526157436,24648-12503-2,16,2022-12-12,600.0,,CHF,,2022-12-12,Processed,Credit,,Cash,CASH_INIT
1099526157437,24647-13223-2,18,2022-12-12,600.0,,CHF,,2022-12-12,Processed,Credit,,Cash,CASH_INIT
1099526157438,30954-2306-2,15,2022-12-12,500.0,,CHF,,2022-12-12,Processed,Credit,,Cash,CASH_INIT
1099526157440,30954-2308-3,15,2022-12-12,6.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,"1 Kaffee, 1 Gipfel"
1099526157441,30954-2309-4,15,2022-12-12,17.5,,CHF,7.7,2022-12-12,Processed,Credit,1507-575000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526157442,30954-2310-3,15,2022-12-12,8.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,2 Schokolade/Ovi
1099526157443,30954-2311-4,15,2022-12-12,17.5,,CHF,7.7,2022-12-12,Processed,Credit,1560-652000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526157444,30954-2312-4,15,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1502-582000000,Cashless Prepaid,1 Kaffee
1099526157445,30954-2313-4,15,2022-12-12,17.5,,CHF,7.7,2022-12-12,Processed,Credit,1561-435000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526157449,30954-2317-4,15,2022-12-12,17.5,,CHF,7.7,2022-12-12,Processed,Credit,1526-757000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526157450,30954-2318-4,15,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1536-135000000,Cashless Prepaid,1 Kaffee
1099526157451,30954-2319-4,15,2022-12-12,19.5,,CHF,7.7,2022-12-12,Processed,Credit,1513-424000000,Cashless Prepaid,"1 Mittagscombo, 1 Gipfel, 1 Kaffee"
1099526157453,30954-2321-4,15,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1525-258000000,Cashless Prepaid,1 Kaffee
1099526157454,24647-13224-4,18,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1614-217000000,Cashless Prepaid,1 Kaffee
1099526157455,24647-13225-4,18,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1618-73000000,Cashless Prepaid,1 Kaffee
1099526157456,24647-13226-4,18,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1633-151000000,Cashless Prepaid,1 Kaffee
1099526157458,24648-12504-3,16,2022-12-12,18.0,,CHF,7.7,2022-12-12,Processed,Credit,80383902320,Credit/Debit,"4 Kaffee, 1 Gipfel"
1099526157460,30954-2323-3,15,2022-12-12,10.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,"2 Kaffee, 1 Snack II"
1099526157466,24647-13228-3,18,2022-12-12,2.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,1 Snack II
1099526157515,30954-2325-3,15,2022-12-12,10.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,"2 Schokolade/Ovi, 1 Gipfel"
1099526157516,24648-12505-3,16,2022-12-12,4.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,1 Kaffee
1099526157517,24647-13229-3,18,2022-12-12,2.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,1 Snack II
1099526157518,24648-12506-3,16,2022-12-12,4.0,,CHF,7.7,2022-12-12,Processed,Credit,29266394220,Credit/Debit,1 Schokolade/Ovi
1099526157524,24648-12507-3,16,2022-12-12,25.0,,CHF,7.7,2022-12-12,Processed,Credit,1600-11000000,Cashless Prepaid,1 Rotwein offen
1099526158303,30954-2331-4,15,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1536-136000000,Cashless Prepaid,1 Kaffee
1099526158314,30954-2332-4,15,2022-12-12,15.0,,CHF,7.7,2022-12-12,Processed,Credit,1532-112000000,Cashless Prepaid,1 Mittagscombo
1099526158315,30954-2333-2,15,2022-12-12,100.0,,CHF,,2022-12-12,Processed,Credit,65458918220,Credit/Debit,LOAD ENCASH
1099526158315,30954-2333-3,15,2022-12-12,100.0,,CHF,,2022-12-12,Processed,Debit,1510-118000000,Cashless Prepaid,LOAD LOAD
1099526158316,30954-2334-4,15,2022-12-12,15.0,,CHF,7.7,2022-12-12,Processed,Credit,1510-119000000,Cashless Prepaid,1 Mittagscombo
1099526158325,24647-13230-3,18,2022-12-12,10.0,,CHF,7.7,2022-12-12,Processed,Credit,1614-218000000,Cashless Prepaid,1 Küche offen
1099526158463,30954-2335-3,15,2022-12-12,15.0,,CHF,7.7,2022-12-12,Processed,Credit,93793086220,Credit/Debit,1 Personal Combo
1099526158464,30954-2336-3,15,2022-12-12,15.5,,CHF,7.7,2022-12-12,Processed,Credit,85993177910,Credit/Debit,1 Teller vom Buffet
1099526158465,30954-2337-3,15,2022-12-12,15.5,,CHF,7.7,2022-12-12,Processed,Credit,92064711399,Credit/Debit,1 Teller vom Buffet
1099526158466,30954-2338-3,15,2022-12-12,26.0,,CHF,7.7,2022-12-12,Processed,Credit,82511751000,Credit/Debit,1 Mittagscombo
1099526158467,30954-2339-3,15,2022-12-12,15.5,,CHF,7.7,2022-12-12,Processed,Credit,35508862320,Credit/Debit,1 Teller vom Buffet
1099526158469,30954-2340-2,15,2022-12-12,100.0,,CHF,,2022-12-12,Processed,Credit,59550028220,Credit/Debit,LOAD ENCASH
1099526158469,30954-2340-3,15,2022-12-12,100.0,,CHF,,2022-12-12,Processed,Debit,1504-187000000,Cashless Prepaid,LOAD LOAD
1099526158470,30954-2342-4,15,2022-12-12,15.0,,CHF,7.7,2022-12-12,Processed,Credit,1504-188000000,Cashless Prepaid,1 Mittagscombo
1099526158473,30954-2345-3,15,2022-12-12,4.0,,CHF,7.7,2022-12-12,Processed,Credit,38844696320,Credit/Debit,2 Snack II
1099526158474,30954-2346-3,15,2022-12-12,19.5,,CHF,7.7,2022-12-12,Processed,Credit,76820493220,Credit/Debit,"1 PET Flasche, 1 Teller vom Buffet"
1099526158489,24647-13231-3,18,2022-12-12,20.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,"1 Kaffee, 1 Tagesteller ( Stammgäste ) "
1099526158498,24648-12508-4,16,2022-12-12,5.0,,CHF,7.7,2022-12-12,Processed,Credit,1592-74000000,Cashless Prepaid,2 PET Flasche
1099526158501,24648-12509-4,16,2022-12-12,15.0,,CHF,7.7,2022-12-12,Processed,Credit,1588-237000000,Cashless Prepaid,1 Mittagscombo
1099526158502,24647-13232-3,18,2022-12-12,30.0,,CHF,7.7,2022-12-12,Processed,Credit,48905696320,Credit/Debit,"1 Kaffee, 1 Mittagscombo"
1099526158607,30954-2348-3,15,2022-12-12,4.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,1 PET Flasche
1099526158608,24648-12510-3,16,2022-12-12,4.5,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,1 Cappuccino
1099526158614,24647-13233-3,18,2022-12-12,10.0,,CHF,7.7,2022-12-12,Processed,Credit,1610-28000000,Cashless Prepaid,1 Küche offen
1099526158616,24647-13234-4,18,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1614-219000000,Cashless Prepaid,1 Kaffee
1099526158641,24648-12511-4,16,2022-12-12,6.5,,CHF,7.7,2022-12-12,Processed,Credit,1606-36000000,Cashless Prepaid,"2 Snack II, 1 PET Flasche"
1099526158699,24647-13235-4,18,2022-12-12,2.5,,CHF,7.7,2022-12-12,Processed,Credit,1618-74000000,Cashless Prepaid,1 PET Flasche
1099526158708,24647-13236-2,18,2022-12-12,24.0,,CHF,,2022-12-12,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
1099526158742,30954-2349-3,15,2022-12-12,52.0,,CHF,7.7,2022-12-12,Processed,Credit,49310851000,Credit/Debit,2 Mittagscombo
1099526158812,30954-2350-4,15,2022-12-12,15.0,,CHF,7.7,2022-12-12,Processed,Credit,1556-147000000,Cashless Prepaid,1 Mittagscombo
1099526158819,30954-2351-3,15,2022-12-12,12.0,,CHF,7.7,2022-12-12,Processed,Credit,,Cash,3 Kaffee
1099526158831,30954-2352-3,15,2022-12-12,4.0,,CHF,7.7,2022-12-12,Processed,Credit,68452349020,Credit/Debit,2 Snack II
1099526159369,30954-2353-2,15,2022-12-12,500.0,,CHF,,2022-12-13,Processed,Credit,,Cash,CASH_INIT
1099526159371,30954-2355-4,15,2022-12-12,4.5,,CHF,7.7,2022-12-13,Processed,Credit,1556-148000000,Cashless Prepaid,"1 Snack II, 1 Kaffee"
1099526159372,30954-2356-4,15,2022-12-12,5.0,,CHF,7.7,2022-12-13,Processed,Credit,1552-393000000,Cashless Prepaid,2 Kaffee
