REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526107081,24648-12372-2,16,2022-12-07,600.0,,CHF,,2022-12-07,Processed,Credit,,Cash,CASH_INIT
1099526107082,30954-2136-2,15,2022-12-07,500.0,,CHF,,2022-12-07,Processed,Credit,,Cash,CASH_INIT
1099526107083,24647-13085-2,18,2022-12-07,3632.0,,CHF,,2022-12-07,Processed,Credit,,Cash,CASH_INIT
1099526107084,24647-13086-2,18,2022-12-07,600.0,,CHF,,2022-12-07,Processed,Credit,,Cash,CASH_INIT
1099526107085,24647-13087-3,18,2022-12-07,4.0,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,1 Kaffee
1099526107086,30954-2137-4,15,2022-12-07,17.5,,CHF,7.7,2022-12-07,Processed,Credit,1556-145000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526107087,30954-2138-3,15,2022-12-07,13.0,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,"1 Kaffee, 2 Cappuccino"
1099526107088,24648-12373-3,16,2022-12-07,12.0,,CHF,7.7,2022-12-07,Processed,Credit,41839601000,Credit/Debit,"2 Snack II, 2 Kaffee"
1099526107089,24648-12374-3,16,2022-12-07,4.0,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,1 Tee
1099526107090,24648-12375-3,16,2022-12-07,10.5,,CHF,7.7,2022-12-07,Processed,Credit,80513934320,Credit/Debit,"1 Personal Getränke, 2 Snack II, 1 PET Flasche"
1099526107091,24647-13088-3,18,2022-12-07,8.0,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,"1 Kaffee, 1 PET Flasche"
1099526107092,24648-12376-3,16,2022-12-07,6.0,,CHF,7.7,2022-12-07,Processed,Credit,90123934320,Credit/Debit,"1 Gipfel, 1 Schokolade/Ovi"
1099526107093,24648-12377-3,16,2022-12-07,6.0,,CHF,7.7,2022-12-07,Processed,Credit,48914457220,Credit/Debit,"1 Schokolade/Ovi, 1 Gipfel"
1099526107094,24647-13089-3,18,2022-12-07,4.0,,CHF,7.7,2022-12-07,Processed,Credit,5573120482,Credit/Debit,1 Kaffee
1099526107095,24648-12378-3,16,2022-12-07,6.0,,CHF,7.7,2022-12-07,Processed,Credit,11414707220,Credit/Debit,"1 Gipfel, 1 Kaffee"
1099526107097,30954-2139-3,15,2022-12-07,4.5,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,1 Cappuccino
1099526107098,30954-2140-4,15,2022-12-07,2.5,,CHF,7.7,2022-12-07,Processed,Credit,1504-184000000,Cashless Prepaid,1 Cappuccino
1099526107101,24648-12379-3,16,2022-12-07,4.0,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,1 PET Flasche
1099526107102,24648-12380-3,16,2022-12-07,4.0,,CHF,7.7,2022-12-07,Processed,Credit,,Cash,1 PET Flasche
1099526107191,30954-2143-4,15,2022-12-07,2.5,,CHF,7.7,2022-12-07,Processed,Credit,1518-439000000,Cashless Prepaid,1 Kaffee
