REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099525951637,24647-12694-2,18,2022-11-14,600.0,,CHF,,2022-11-14,Processed,Credit,,Cash,CASH_INIT
1099525951638,30954-965-2,15,2022-11-14,500.0,,CHF,,2022-11-14,Processed,Credit,,Cash,CASH_INIT
1099525951639,30954-966-4,15,2022-11-14,17.5,,CHF,7.7,2022-11-14,Processed,Credit,1547-23000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099525951640,24647-12695-3,18,2022-11-14,2.0,,CHF,7.7,2022-11-14,Processed,Credit,,Cash,1 Gipfel
1099525951641,30954-967-3,15,2022-11-14,12.0,,CHF,7.7,2022-11-14,Processed,Credit,,Cash,"2 Kaffee, 2 Gipfel"
1099525951642,30954-968-3,15,2022-11-14,18.0,,CHF,7.7,2022-11-14,Processed,Credit,,Cash,"3 Gipfel, 3 Kaffee"
1099525951643,30954-969-3,15,2022-11-14,16.0,,CHF,7.7,2022-11-14,Processed,Credit,,Cash,"4 Gipfel, 2 Kaffee"
1099525951644,30954-970-4,15,2022-11-14,17.5,,CHF,7.7,2022-11-14,Processed,Credit,1507-551000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099525951645,30954-971-3,15,2022-11-14,6.5,,CHF,7.7,2022-11-14,Processed,Credit,13855661120,Credit/Debit,"1 Gipfel, 1 Cappuccino"
1099525951646,24648-11994-2,16,2022-11-14,600.0,,CHF,,2022-11-14,Processed,Credit,,Cash,CASH_INIT
1099525951647,30954-972-4,15,2022-11-14,20.0,,CHF,7.7,2022-11-14,Processed,Credit,1554-19000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099525951648,24647-12696-3,18,2022-11-14,4.0,,CHF,7.7,2022-11-14,Processed,Credit,,Cash,1 PET Flasche
1099525951649,24647-12697-4,18,2022-11-14,30.0,,CHF,7.7,2022-11-14,Processed,Credit,1631-27000000,Cashless Prepaid,2 Mittagscombo
1099525951650,30954-973-4,15,2022-11-14,2.5,,CHF,7.7,2022-11-14,Processed,Credit,1508-499000000,Cashless Prepaid,1 Kaffee
