REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526331275,24647-13519-2,18,2023-01-11,600.0,,CHF,,2023-01-11,Processed,Credit,,Cash,CASH_INIT
1099526331350,30954-3288-2,15,2023-01-11,500.0,,CHF,,2023-01-11,Processed,Credit,,Cash,CASH_INIT
1099526331356,30954-3289-4,15,2023-01-11,10.0,,CHF,7.7,2023-01-11,Processed,Credit,1557-106000000,Cashless Prepaid,"1 Laugenbrezel Sandwiches, 1 Kaffee, 1 PET Flasche"
1099526331408,30954-3290-4,15,2023-01-11,19.5,,CHF,7.7,2023-01-11,Processed,Credit,1556-160000000,Cashless Prepaid,"1 Snack II, 1 Kaffee, 1 Mittagscombo"
1099526331453,30954-3291-4,15,2023-01-11,15.0,,CHF,7.7,2023-01-11,Processed,Credit,1538-117000000,Cashless Prepaid,1 Mittagscombo
1099526331455,30954-3292-3,15,2023-01-11,15.0,,CHF,7.7,2023-01-11,Processed,Debit,1538-118000000,Cashless Prepaid,1 Mittagscombo
1099526331457,30954-3293-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1538-119000000,Cashless Prepaid,1 Kaffee
1099526331552,30954-3294-3,15,2023-01-11,4.0,,CHF,7.7,2023-01-11,Processed,Credit,42810972,Credit/Debit,1 Schokolade/Ovi
1099526331619,24647-13520-3,18,2023-01-11,4.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,1 Tee
1099526331841,24647-13521-3,18,2023-01-11,10.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,"1 Gipfel, 2 Kaffee"
1099526331879,30954-3297-3,15,2023-01-11,4.0,,CHF,7.7,2023-01-11,Processed,Credit,28579996100,Credit/Debit,1 PET Flasche
1099526332140,24647-13522-3,18,2023-01-11,4.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,1 0.25dl Red Bull
1099526332186,30954-3298-4,15,2023-01-11,4.5,,CHF,7.7,2023-01-11,Processed,Credit,1563-604000000,Cashless Prepaid,"1 Gipfel, 1 Kaffee"
1099526332189,30954-3299-4,15,2023-01-11,17.5,,CHF,7.7,2023-01-11,Processed,Credit,1526-772000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526332192,30954-3300-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1508-518000000,Cashless Prepaid,1 Kaffee
1099526332202,30954-3301-4,15,2023-01-11,5.0,,CHF,7.7,2023-01-11,Processed,Credit,1504-207000000,Cashless Prepaid,"1 Butterbrezel, 1 Kaffee"
1099526332207,30954-3304-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1505-436000000,Cashless Prepaid,1 Kaffee
1099526332211,30954-3305-4,15,2023-01-11,21.0,,CHF,7.7,2023-01-11,Processed,Credit,1560-671000000,Cashless Prepaid,"1 Mittagscombo, 1 Mandel / Nuss Gipfel, 1 Kaffee"
1099526332213,30954-3306-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1502-601000000,Cashless Prepaid,1 Kaffee
1099526332217,30954-3307-2,15,2023-01-11,60.0,,CHF,,2023-01-11,Processed,Credit,,Cash,LOAD ENCASH
1099526332217,30954-3307-3,15,2023-01-11,60.0,,CHF,,2023-01-11,Processed,Debit,1523-245000000,Cashless Prepaid,LOAD LOAD
1099526332221,30954-3308-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1523-246000000,Cashless Prepaid,1 Kaffee
1099526332228,30954-3309-4,15,2023-01-11,17.5,,CHF,7.7,2023-01-11,Processed,Credit,1576-490000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526332232,30954-3310-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1525-270000000,Cashless Prepaid,1 Kaffee
1099526332236,30954-3311-4,15,2023-01-11,17.5,,CHF,7.7,2023-01-11,Processed,Credit,1521-353000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526332239,30954-3312-4,15,2023-01-11,17.5,,CHF,7.7,2023-01-11,Processed,Credit,1522-452000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526332242,30954-3313-3,15,2023-01-11,2.0,,CHF,7.7,2023-01-11,Processed,Credit,1522-453000000,Cashless Prepaid,1 Gipfel
1099526332278,30954-3314-4,15,2023-01-11,19.5,,CHF,7.7,2023-01-11,Processed,Credit,1561-450000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Gipfel"
1099526332312,30954-3315-4,15,2023-01-11,4.5,,CHF,7.7,2023-01-11,Processed,Credit,1557-107000000,Cashless Prepaid,"1 Kaffee, 1 Gipfel"
1099526332321,30954-3316-4,15,2023-01-11,20.0,,CHF,7.7,2023-01-11,Processed,Credit,1552-405000000,Cashless Prepaid,"1 Mittagscombo, 1 Butterbrezel, 1 Kaffee"
1099526332356,30954-3317-3,15,2023-01-11,8.0,,CHF,7.7,2023-01-11,Processed,Credit,79797803399,Credit/Debit,"1 Espresso, 1 Kaffee"
1099526332369,30954-3318-3,15,2023-01-11,4.5,,CHF,7.7,2023-01-11,Processed,Credit,27618803399,Credit/Debit,1 Cappuccino
1099526332372,30954-3319-3,15,2023-01-11,4.0,,CHF,7.7,2023-01-11,Processed,Credit,89493828000,Credit/Debit,1 Kaffee
1099526332374,30954-3320-3,15,2023-01-11,4.5,,CHF,7.7,2023-01-11,Processed,Credit,39484146200,Credit/Debit,1 Cappuccino
1099526332521,24647-13523-4,18,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1618-88000000,Cashless Prepaid,1 PET Flasche
1099526332607,30954-3321-2,15,2023-01-11,100.0,,CHF,,2023-01-11,Processed,Credit,,Cash,LOAD ENCASH
1099526332607,30954-3321-3,15,2023-01-11,100.0,,CHF,,2023-01-11,Processed,Debit,1543-74000000,Cashless Prepaid,LOAD LOAD
1099526332667,24647-13524-3,18,2023-01-11,2.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,1 Snack II
1099526332834,30954-3322-4,15,2023-01-11,5.0,,CHF,7.7,2023-01-11,Processed,Credit,1654-6000000,Cashless Prepaid,2 Kaffee
1099526332969,30954-3324-3,15,2023-01-11,16.0,,CHF,7.7,2023-01-11,Processed,Credit,97300928000,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526333490,30954-3325-3,15,2023-01-11,15.0,,CHF,7.7,2023-01-11,Processed,Credit,31161207200,Credit/Debit,1 Personal Combo
1099526333868,30954-3326-3,15,2023-01-11,39.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,"2 Teller vom Buffet, 2 Kaffee"
1099526333873,24647-13525-3,18,2023-01-11,52.0,,CHF,7.7,2023-01-11,Processed,Credit,32570620720,Credit/Debit,2 Mittagscombo
1099526333958,24647-13526-4,18,2023-01-11,15.0,,CHF,7.7,2023-01-11,Processed,Credit,1611-368000000,Cashless Prepaid,1 Mittagscombo
1099526334228,24647-13527-3,18,2023-01-11,20.0,,CHF,7.7,2023-01-11,Processed,Credit,32328640000,Credit/Debit,"1 Espresso, 1 Tagesteller ( Stammgäste ) "
1099526334233,24647-13528-4,18,2023-01-11,15.0,,CHF,7.7,2023-01-11,Processed,Credit,1608-294000000,Cashless Prepaid,1 Mittagscombo
1099526334244,24647-13529-3,18,2023-01-11,4.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,1 0.25dl Red Bull
1099526334903,24647-13530-4,18,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1633-161000000,Cashless Prepaid,1 Kaffee
1099526334912,30954-3328-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1508-519000000,Cashless Prepaid,1 Kaffee
1099526334979,30954-3329-4,15,2023-01-11,2.5,,CHF,7.7,2023-01-11,Processed,Credit,1515-79000000,Cashless Prepaid,1 Kaffee
1099526334987,24647-13531-3,18,2023-01-11,2.0,,CHF,7.7,2023-01-11,Processed,Credit,,Cash,1 Snack II
