REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526520776,24648-13345-2,16,2023-02-04,600.0,,CHF,,2023-02-04,Processed,Credit,,Cash,CASH_INIT
1099526520777,30954-4295-2,15,2023-02-04,500.0,,CHF,,2023-02-04,Processed,Credit,,Cash,CASH_INIT
1099526520778,30954-4296-4,15,2023-02-04,5.0,,CHF,7.7,2023-02-04,Processed,Credit,1654-20000000,Cashless Prepaid,2 Kaffee
1099526520779,30954-4297-4,15,2023-02-04,2.5,,CHF,7.7,2023-02-04,Processed,Credit,1647-5000000,Cashless Prepaid,1 Kaffee
1099526520781,30954-4299-4,15,2023-02-04,17.5,,CHF,7.7,2023-02-04,Processed,Credit,1549-20000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526520782,24647-13877-2,18,2023-02-04,600.0,,CHF,,2023-02-04,Processed,Credit,,Cash,CASH_INIT
1099526520783,30954-4300-2,15,2023-02-04,40.0,,CHF,,2023-02-04,Processed,Credit,,Cash,LOAD ENCASH
1099526520783,30954-4300-3,15,2023-02-04,40.0,,CHF,,2023-02-04,Processed,Debit,1557-112000000,Cashless Prepaid,LOAD LOAD
1099526520784,24647-13878-3,18,2023-02-04,6.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 Kaffee, 1 Gipfel"
1099526520785,24647-13879-3,18,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 PET Flasche
1099526520788,24648-13346-3,16,2023-02-04,6.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 Gipfel, 1 Schokolade/Ovi"
1099526520789,30954-4303-3,15,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,89596122340,Credit/Debit,1 PET Flasche
1099526520790,24647-13880-3,18,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 PET Flasche
1099526520791,30954-4304-4,15,2023-02-04,2.5,,CHF,7.7,2023-02-04,Processed,Credit,1647-6000000,Cashless Prepaid,1 Kaffee
1099526520792,30954-4305-4,15,2023-02-04,5.0,,CHF,7.7,2023-02-04,Processed,Credit,1517-65000000,Cashless Prepaid,"1 PET Flasche, 1 Kaffee"
1099526520793,24647-13881-3,18,2023-02-04,6.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 Gipfel, 1 Kaffee"
1099526520794,24647-13882-3,18,2023-02-04,6.5,,CHF,7.7,2023-02-04,Processed,Credit,97433706240,Credit/Debit,"1 Cappuccino, 1 Gipfel"
1099526520795,24647-13883-3,18,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,83101652240,Credit/Debit,1 Kaffee
1099526520796,24647-13884-3,18,2023-02-04,4.5,,CHF,7.7,2023-02-04,Processed,Credit,33063706240,Credit/Debit,1 Cappuccino
1099526520797,30954-4306-3,15,2023-02-04,6.0,,CHF,7.7,2023-02-04,Processed,Credit,5631132943,Credit/Debit,"1 PET Flasche, 1 Gipfel"
1099526520798,30954-4307-3,15,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 PET Flasche
1099526520799,30954-4308-3,15,2023-02-04,6.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 Gipfel, 1 0.25dl Red Bull"
1099526520800,24648-13347-3,16,2023-02-04,6.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 Espresso, 1 Gipfel"
1099526520801,24647-13885-3,18,2023-02-04,5.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 PET Flasche, 1 Frucht "
1099526520802,24648-13348-3,16,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 Kaffee
1099526520803,24648-13349-3,16,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 PET Flasche
1099526520804,24648-13350-3,16,2023-02-04,8.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,2 Kaffee
1099526520805,24647-13886-3,18,2023-02-04,4.5,,CHF,7.7,2023-02-04,Processed,Credit,5631174702,Credit/Debit,1 Cappuccino
1099526520806,24648-13351-3,16,2023-02-04,8.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,2 Kaffee
1099526520807,24647-13887-3,18,2023-02-04,5.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 0.25dl Red Bull, 1 Frucht "
1099526520808,24648-13352-3,16,2023-02-04,2.0,,CHF,7.7,2023-02-04,Processed,Credit,69840084399,Credit/Debit,1 Gipfel
1099526520810,24647-13889-3,18,2023-02-04,4.5,,CHF,7.7,2023-02-04,Processed,Credit,62765508140,Credit/Debit,1 Cappuccino
1099526520811,24648-13353-3,16,2023-02-04,18.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"2 Kaffee, 3 Gipfel, 1 Schokolade/Ovi"
1099526520812,24647-13890-3,18,2023-02-04,9.0,,CHF,7.7,2023-02-04,Processed,Credit,31780604240,Credit/Debit,2 Cappuccino
1099526520813,24647-13891-3,18,2023-02-04,5.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,"1 Frucht , 1 PET Flasche"
1099526520814,30954-4309-4,15,2023-02-04,2.5,,CHF,7.7,2023-02-04,Processed,Credit,1647-7000000,Cashless Prepaid,1 Kaffee
1099526520815,30954-4310-4,15,2023-02-04,2.5,,CHF,7.7,2023-02-04,Processed,Credit,1563-627000000,Cashless Prepaid,1 Kaffee
1099526520816,24647-13892-3,18,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 PET Flasche
1099526520817,30954-4311-3,15,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,30273109240,Credit/Debit,1 PET Flasche
1099526520818,30954-4312-3,15,2023-02-04,3.5,,CHF,7.7,2023-02-04,Processed,Credit,43440190,Credit/Debit,1 Magnum
1099526520819,30954-4313-3,15,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,38316982340,Credit/Debit,1 Schokolade/Ovi
1099526520820,24647-13893-3,18,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 PET Flasche
1099526520821,30954-4314-3,15,2023-02-04,5.0,,CHF,7.7,2023-02-04,Processed,Credit,46631783830,Credit/Debit,1 Latte Machiato
1099526520822,30954-4315-3,15,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,76979652240,Credit/Debit,1 Kaffee
1099526520827,30954-4316-4,15,2023-02-04,15.0,,CHF,7.7,2023-02-04,Processed,Credit,1647-8000000,Cashless Prepaid,1 Mittagscombo
1099526520828,30954-4317-4,15,2023-02-04,2.5,,CHF,7.7,2023-02-04,Processed,Credit,1637-29000000,Cashless Prepaid,1 Kaffee
1099526520829,24648-13354-3,16,2023-02-04,4.0,,CHF,7.7,2023-02-04,Processed,Credit,,Cash,1 Espresso
1099526520831,24647-13895-3,18,2023-02-04,18.0,,CHF,7.7,2023-02-04,Processed,Credit,59355783830,Credit/Debit,"1 Tagesteller ( Stammgäste ) , 1 Snack II"
1099526520832,24647-13896-3,18,2023-02-04,24.0,,CHF,7.7,2023-02-04,Processed,Credit,5631472411,Credit/Debit,"1 Espresso, 1 Tagesteller ( Stammgäste ) , 1 Mi..."
1099526520833,24647-13897-3,18,2023-02-04,40.0,,CHF,7.7,2023-02-04,Processed,Credit,70529321340,Credit/Debit,"2 Tagesteller ( Stammgäste ) , 1 Kaffee, 1 Espr..."
