REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526216931,24647-13346-2,18,2022-12-23,600.0,,CHF,,2022-12-23,Processed,Credit,,Cash,CASH_INIT
1099526216940,30954-2776-2,15,2022-12-23,500.0,,CHF,,2022-12-23,Processed,Credit,,Cash,CASH_INIT
1099526216942,30954-2778-2,15,2022-12-23,100.0,,CHF,,2022-12-23,Processed,Credit,5590949080,Credit/Debit,LOAD ENCASH
1099526216942,30954-2778-3,15,2022-12-23,100.0,,CHF,,2022-12-23,Processed,Debit,1586-40000000,Cashless Prepaid,LOAD LOAD
1099526216943,30954-2779-4,15,2022-12-23,17.5,,CHF,7.7,2022-12-23,Processed,Credit,1586-41000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526216968,30954-2780-3,15,2022-12-23,4.0,,CHF,7.7,2022-12-23,Processed,Credit,73301044620,Credit/Debit,1 Kaffee
1099526216969,30954-2781-4,15,2022-12-23,17.5,,CHF,7.7,2022-12-23,Processed,Credit,1503-680000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526216970,30954-2782-4,15,2022-12-23,17.5,,CHF,7.7,2022-12-23,Processed,Credit,1502-589000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526216971,30954-2783-4,15,2022-12-23,17.5,,CHF,7.7,2022-12-23,Processed,Credit,1576-478000000,Cashless Prepaid,"1 PET Flasche, 1 Mittagscombo"
1099526216972,30954-2784-4,15,2022-12-23,2.5,,CHF,7.7,2022-12-23,Processed,Credit,1518-447000000,Cashless Prepaid,1 Kaffee
1099526216973,24647-13347-2,18,2022-12-23,100.0,,CHF,,2022-12-23,Processed,Credit,5591027705,Credit/Debit,LOAD ENCASH
1099526216973,24647-13347-3,18,2022-12-23,100.0,,CHF,,2022-12-23,Processed,Debit,1613-165000000,Cashless Prepaid,LOAD LOAD
1099526216974,24647-13348-4,18,2022-12-23,22.0,,CHF,7.7,2022-12-23,Processed,Credit,1613-166000000,Cashless Prepaid,"2 Kaffee, 1 Gipfel, 1 Mittagscombo"
1099526216976,30954-2785-4,15,2022-12-23,17.5,,CHF,7.7,2022-12-23,Processed,Credit,1563-587000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526216977,30954-2786-4,15,2022-12-23,19.5,,CHF,7.7,2022-12-23,Processed,Credit,1561-444000000,Cashless Prepaid,"1 Mittagscombo, 1 Gipfel, 1 Kaffee"
1099526216979,24648-12646-2,16,2022-12-23,600.0,,CHF,,2022-12-23,Processed,Credit,,Cash,CASH_INIT
1099526216980,30954-2787-4,15,2022-12-23,2.5,,CHF,7.7,2022-12-23,Processed,Credit,1637-19000000,Cashless Prepaid,1 PET Flasche
1099526216981,30954-2788-3,15,2022-12-23,6.0,,CHF,7.7,2022-12-23,Processed,Credit,5591208224,Credit/Debit,"1 Kaffee, 1 Snack II"
1099526216982,30954-2789-3,15,2022-12-23,6.0,,CHF,7.7,2022-12-23,Processed,Credit,83551842620,Credit/Debit,"1 Snack II, 1 Kaffee"
1099526216983,30954-2790-3,15,2022-12-23,4.0,,CHF,7.7,2022-12-23,Processed,Credit,67694002399,Credit/Debit,1 Kaffee
1099526217027,30954-2791-3,15,2022-12-23,26.0,,CHF,7.7,2022-12-23,Processed,Credit,47677709520,Credit/Debit,1 Mittagscombo
1099526217028,24648-12647-3,16,2022-12-23,30.0,,CHF,7.7,2022-12-23,Processed,Credit,,Cash,2 Personal Combo
1099526217029,24648-12648-3,16,2022-12-23,30.0,,CHF,7.7,2022-12-23,Processed,Debit,,Cash,2 Personal Combo
1099526217030,24648-12649-3,16,2022-12-23,30.0,,CHF,7.7,2022-12-23,Processed,Credit,,Cash,"1 Kaffee, 1 Mittagscombo"
1099526217034,24647-13349-3,18,2022-12-23,20.0,,CHF,7.7,2022-12-23,Processed,Credit,17695096220,Credit/Debit,"1 Tagesteller ( Stammgäste ) , 1 Espresso"
1099526217084,30954-2792-3,15,2022-12-23,20.0,,CHF,7.7,2022-12-23,Processed,Credit,62995040420,Credit/Debit,1 Militär Normal
1099526217088,30954-2794-3,15,2022-12-23,20.0,,CHF,7.7,2022-12-23,Processed,Credit,90841809520,Credit/Debit,1 Militär Normal
1099526217104,30954-2795-3,15,2022-12-23,52.0,,CHF,7.7,2022-12-23,Processed,Credit,46959577220,Credit/Debit,2 Mittagscombo
1099526217132,30954-2796-3,15,2022-12-23,10.0,,CHF,7.7,2022-12-23,Processed,Credit,56873474320,Credit/Debit,4 Personal Kaffee
1099526217146,24648-12650-3,16,2022-12-23,2.0,,CHF,7.7,2022-12-23,Processed,Credit,,Cash,1 Snack II
1099526217147,24647-13350-3,18,2022-12-23,4.0,,CHF,7.7,2022-12-23,Processed,Credit,44225700000,Credit/Debit,1 PET Flasche
1099526217148,24647-13351-3,18,2022-12-23,4.0,,CHF,7.7,2022-12-23,Processed,Credit,,Cash,1 Espresso
1099526217149,24647-13352-3,18,2022-12-23,2.0,,CHF,7.7,2022-12-23,Processed,Credit,1610-32000000,Cashless Prepaid,1 Gipfel
1099526217151,24647-13353-4,18,2022-12-23,15.0,,CHF,7.7,2022-12-23,Processed,Credit,1608-285000000,Cashless Prepaid,1 Mittagscombo
1099526217152,24647-13354-4,18,2022-12-23,2.5,,CHF,7.7,2022-12-23,Processed,Credit,1618-81000000,Cashless Prepaid,1 Kaffee
1099526217156,24648-12651-2,16,2022-12-23,32.0,,CHF,,2022-12-23,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
1099526217171,24647-13355-2,18,2022-12-23,2.0,,CHF,,2022-12-23,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
1099526217174,24647-13356-2,18,2022-12-23,2.0,,CHF,,2022-12-23,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
1099526217184,30954-2799-2,15,2022-12-23,0.0,,CHF,,2022-12-23,Processed,Credit,,Cash,CASH_WITHDRAW Post/Bank
