REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526017184,24648-12150-2,16,2022-11-22,300.0,,CHF,,2022-11-22,Processed,Credit,,Cash,CASH_INIT
1099526017185,30954-1337-2,15,2022-11-22,500.0,,CHF,,2022-11-22,Processed,Credit,,Cash,CASH_INIT
1099526017186,30954-1338-3,15,2022-11-22,10.5,,CHF,7.7,2022-11-22,Processed,Credit,19386469910,Credit/Debit,"1 Kaffee, 1 Butterbrezel, 2 Gipfel"
1099526017187,30954-1339-3,15,2022-11-22,12.5,,CHF,7.7,2022-11-22,Processed,Credit,35705079299,Credit/Debit,"1 Cappuccino, 1 Kaffee, 2 Gipfel"
1099526017188,30954-1340-3,15,2022-11-22,4.0,,CHF,7.7,2022-11-22,Processed,Credit,93911592020,Credit/Debit,1 Kaffee
1099526017189,30954-1341-3,15,2022-11-22,4.0,,CHF,7.7,2022-11-22,Processed,Credit,40681093120,Credit/Debit,1 Kaffee
1099526017190,30954-1342-3,15,2022-11-22,4.0,,CHF,7.7,2022-11-22,Processed,Credit,41702220,Credit/Debit,1 Kaffee
1099526017191,30954-1343-3,15,2022-11-22,6.5,,CHF,7.7,2022-11-22,Processed,Credit,34419257020,Credit/Debit,"1 Kaffee, 1 Butterbrezel"
1099526017192,30954-1344-3,15,2022-11-22,15.0,,CHF,7.7,2022-11-22,Processed,Credit,44549257020,Credit/Debit,1 Personal Combo
1099526017193,30954-1345-4,15,2022-11-22,17.5,,CHF,7.7,2022-11-22,Processed,Credit,1556-136000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526017194,30954-1346-3,15,2022-11-22,4.0,,CHF,7.7,2022-11-22,Processed,Credit,,Cash,1 Kaffee
1099526017195,30954-1347-3,15,2022-11-22,4.0,,CHF,7.7,2022-11-22,Processed,Credit,,Cash,1 Espresso
1099526017196,30954-1348-3,15,2022-11-22,6.0,,CHF,7.7,2022-11-22,Processed,Credit,88161491120,Credit/Debit,"1 Milchkaffee, 1 Gipfel"
1099526017197,30954-1349-2,15,2022-11-22,50.0,,CHF,,2022-11-22,Processed,Credit,,Cash,LOAD ENCASH
1099526017197,30954-1349-3,15,2022-11-22,50.0,,CHF,,2022-11-22,Processed,Debit,1513-421000000,Cashless Prepaid,LOAD LOAD
1099526017198,30954-1350-4,15,2022-11-22,20.0,,CHF,7.7,2022-11-22,Processed,Credit,1554-20000000,Cashless Prepaid,"1 Mittagscombo, 2 Kaffee"
1099526017199,30954-1351-4,15,2022-11-22,15.0,,CHF,7.7,2022-11-22,Processed,Credit,1561-426000000,Cashless Prepaid,1 Mittagscombo
1099526017200,30954-1352-4,15,2022-11-22,15.0,,CHF,7.7,2022-11-22,Processed,Credit,1526-743000000,Cashless Prepaid,1 Mittagscombo
1099526017201,30954-1353-2,15,2022-11-22,10.0,,CHF,,2022-11-22,Processed,Credit,,Cash,LOAD ENCASH
1099526017201,30954-1353-3,15,2022-11-22,10.0,,CHF,,2022-11-22,Processed,Debit,1525-242000000,Cashless Prepaid,LOAD LOAD
1099526017202,30954-1354-4,15,2022-11-22,15.0,,CHF,7.7,2022-11-22,Processed,Credit,1505-412000000,Cashless Prepaid,1 Mittagscombo
1099526017215,30954-1355-2,15,2022-11-22,100.0,,CHF,,2022-11-22,Processed,Credit,98392491120,Credit/Debit,LOAD ENCASH
1099526017215,30954-1355-3,15,2022-11-22,100.0,,CHF,,2022-11-22,Processed,Debit,1510-111000000,Cashless Prepaid,LOAD LOAD
1099526017216,30954-1356-4,15,2022-11-22,40.0,,CHF,7.7,2022-11-22,Processed,Credit,1510-112000000,Cashless Prepaid,"2 Mittagscombo, 4 Kaffee"
1099526017217,24648-12151-3,16,2022-11-22,8.0,,CHF,7.7,2022-11-22,Processed,Credit,,Cash,2 Kaffee
1099526017218,24648-12152-3,16,2022-11-22,12.0,,CHF,7.7,2022-11-22,Processed,Credit,,Cash,"2 Snack II, 2 Kaffee"
1099526017222,24648-12153-3,16,2022-11-22,4.0,,CHF,7.7,2022-11-22,Processed,Credit,28487851120,Credit/Debit,1 PET Flasche
