REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526520600,30954-4206-2,15,2023-02-02,500.0,,CHF,,2023-02-02,Processed,Credit,,Cash,CASH_INIT
1099526520601,30954-4207-3,15,2023-02-02,8.0,,CHF,7.7,2023-02-02,Processed,Credit,29782995240,Credit/Debit,"1 Kaffee, 1 PET Flasche"
1099526520604,30954-4208-7,15,2023-02-02,5.0,,CHF,7.7,2023-02-02,Processed,Credit,1504-222000000,Cashless Prepaid,2 Kaffee
1099526520607,30954-4213-4,15,2023-02-02,2.5,,CHF,7.7,2023-02-02,Processed,Credit,1507-593000000,Cashless Prepaid,1 Kaffee
1099526520608,30954-4214-4,15,2023-02-02,19.5,,CHF,7.7,2023-02-02,Processed,Credit,1556-173000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Snack II"
1099526520609,30954-4215-4,15,2023-02-02,17.5,,CHF,7.7,2023-02-02,Processed,Credit,1505-448000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526520610,30954-4216-4,15,2023-02-02,2.5,,CHF,7.7,2023-02-02,Processed,Credit,1576-503000000,Cashless Prepaid,1 Kaffee
1099526520611,30954-4217-4,15,2023-02-02,4.5,,CHF,7.7,2023-02-02,Processed,Credit,1508-527000000,Cashless Prepaid,"1 Snack II, 1 Kaffee"
1099526520612,30954-4218-4,15,2023-02-02,2.5,,CHF,7.7,2023-02-02,Processed,Credit,1502-616000000,Cashless Prepaid,1 Kaffee
1099526520613,30954-4219-4,15,2023-02-02,17.5,,CHF,7.7,2023-02-02,Processed,Credit,1503-703000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526520614,30954-4220-4,15,2023-02-02,5.0,,CHF,7.7,2023-02-02,Processed,Credit,1518-463000000,Cashless Prepaid,2 Kaffee
1099526520615,30954-4221-3,15,2023-02-02,9.5,,CHF,7.7,2023-02-02,Processed,Credit,44343510340,Credit/Debit,"1 Kaffee, 1 Gipfel, 1 Mandel / Nuss Gipfel"
1099526520616,30954-4222-4,15,2023-02-02,17.5,,CHF,7.7,2023-02-02,Processed,Credit,1526-786000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526520617,30954-4223-4,15,2023-02-02,17.5,,CHF,7.7,2023-02-02,Processed,Credit,1523-256000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526520618,30954-4224-4,15,2023-02-02,19.5,,CHF,7.7,2023-02-02,Processed,Credit,1522-470000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Snack II"
1099526520619,30954-4225-4,15,2023-02-02,2.5,,CHF,7.7,2023-02-02,Processed,Credit,1525-289000000,Cashless Prepaid,1 Kaffee
1099526520620,30954-4226-4,15,2023-02-02,2.5,,CHF,7.7,2023-02-02,Processed,Credit,1573-154000000,Cashless Prepaid,1 Kaffee
1099526520621,30954-4227-3,15,2023-02-02,4.0,,CHF,7.7,2023-02-02,Processed,Credit,5628816548,Credit/Debit,1 Kaffee
1099526520622,30954-4228-3,15,2023-02-02,4.0,,CHF,7.7,2023-02-02,Processed,Credit,62624842240,Credit/Debit,1 Kaffee
1099526520625,30954-4229-7,15,2023-02-02,2.5,,CHF,7.7,2023-02-02,Processed,Credit,1637-26000000,Cashless Prepaid,1 Kaffee
1099526520627,30954-4230-3,15,2023-02-02,10.0,,CHF,7.7,2023-02-02,Processed,Credit,91482464399,Credit/Debit,"2 PET Flasche, 1 Snack II"
1099526520628,30954-4231-3,15,2023-02-02,4.0,,CHF,7.7,2023-02-02,Processed,Credit,71361006240,Credit/Debit,1 Kaffee
1099526520629,30954-4232-3,15,2023-02-02,4.0,,CHF,7.7,2023-02-02,Processed,Credit,,Cash,1 PET Flasche
1099526520630,30954-4233-3,15,2023-02-02,4.0,,CHF,7.7,2023-02-02,Processed,Credit,19725022340,Credit/Debit,1 PET Flasche
1099526520632,30954-4234-3,15,2023-02-02,16.0,,CHF,7.7,2023-02-02,Processed,Credit,77876068140,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
