REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526120369,24648-12443-2,16,2022-12-09,300.0,,CHF,,2022-12-09,Processed,Credit,,Cash,CASH_INIT
1099526120471,24647-13155-2,18,2022-12-09,600.0,,CHF,,2022-12-09,Processed,Credit,,Cash,CASH_INIT
1099526120495,30954-2230-2,15,2022-12-09,500.0,,CHF,,2022-12-09,Processed,Credit,,Cash,CASH_INIT
1099526120497,30954-2231-4,15,2022-12-09,20.0,,CHF,7.7,2022-12-09,Processed,Credit,1556-146000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526120529,24648-12444-3,16,2022-12-09,6.0,,CHF,7.7,2022-12-09,Processed,Credit,5575331958,Credit/Debit,"1 Snack II, 1 Kaffee"
1099526120627,30954-2232-3,15,2022-12-09,4.0,,CHF,7.7,2022-12-09,Processed,Credit,58317857220,Credit/Debit,1 Kaffee
1099526120696,24647-13156-3,18,2022-12-09,4.0,,CHF,7.7,2022-12-09,Processed,Credit,58502684220,Credit/Debit,1 0.25dl Red Bull
1099526120704,24648-12445-3,16,2022-12-09,8.0,,CHF,7.7,2022-12-09,Processed,Credit,91801744320,Credit/Debit,2 Kaffee
1099526120767,30954-2233-4,15,2022-12-09,17.5,,CHF,7.7,2022-12-09,Processed,Credit,1504-186000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526120834,30954-2236-4,15,2022-12-09,2.5,,CHF,7.7,2022-12-09,Processed,Credit,1507-571000000,Cashless Prepaid,1 Kaffee
1099526120841,30954-2237-3,15,2022-12-09,5.0,,CHF,7.7,2022-12-09,Processed,Credit,11288283220,Credit/Debit,2 Personal Kaffee
