REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526498371,24647-13741-2,18,2023-01-25,600.0,,CHF,,2023-01-25,Processed,Credit,,Cash,CASH_INIT
1099526498372,30954-3895-2,15,2023-01-25,500.0,,CHF,,2023-01-25,Processed,Credit,,Cash,CASH_INIT
1099526498374,24648-13125-2,16,2023-01-25,600.0,,CHF,,2023-01-25,Processed,Credit,,Cash,CASH_INIT
1099526498412,30954-3897-4,15,2023-01-25,7.5,,CHF,7.7,2023-01-25,Processed,Credit,1556-167000000,Cashless Prepaid,3 Kaffee
1099526498416,30954-3898-4,15,2023-01-25,17.5,,CHF,7.7,2023-01-25,Processed,Credit,1552-411000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526498423,30954-3899-4,15,2023-01-25,5.0,,CHF,7.7,2023-01-25,Processed,Credit,1518-460000000,Cashless Prepaid,2 Kaffee
1099526498459,30954-3900-4,15,2023-01-25,12.0,,CHF,7.7,2023-01-25,Processed,Credit,1557-111000000,Cashless Prepaid,"1 PET Flasche, 1 Laugenbrezel Sandwiches, 1 Kaf..."
1099526498464,24647-13742-3,18,2023-01-25,4.0,,CHF,7.7,2023-01-25,Processed,Credit,,Cash,1 Kaffee
1099526498482,24648-13126-2,16,2023-01-25,200.0,,CHF,,2023-01-25,Processed,Credit,31579818240,Credit/Debit,LOAD ENCASH
1099526498482,24648-13126-3,16,2023-01-25,200.0,,CHF,,2023-01-25,Processed,Debit,1594-123000000,Cashless Prepaid,LOAD LOAD
1099526498483,24648-13127-4,16,2023-01-25,105.0,,CHF,7.7,2023-01-25,Processed,Credit,1594-124000000,Cashless Prepaid,7 Mittagscombo
1099526498484,24648-13128-3,16,2023-01-25,7.0,,CHF,7.7,2023-01-25,Processed,Credit,,Cash,"1 Gipfel, 1 Latte Machiato"
1099526498554,24648-13129-3,16,2023-01-25,6.5,,CHF,7.7,2023-01-25,Processed,Credit,57432044140,Credit/Debit,"1 Cappuccino, 1 Gipfel"
1099526498561,24648-13130-3,16,2023-01-25,6.0,,CHF,7.7,2023-01-25,Processed,Credit,5620548234,Credit/Debit,"1 Kaffee, 1 Gipfel"
1099526498562,24648-13131-3,16,2023-01-25,6.0,,CHF,7.7,2023-01-25,Processed,Credit,22273461340,Credit/Debit,"1 Kaffee, 1 Gipfel"
1099526498563,24648-13132-3,16,2023-01-25,6.0,,CHF,7.7,2023-01-25,Processed,Credit,,Cash,"1 Kaffee, 1 Gipfel"
1099526498564,24648-13133-3,16,2023-01-25,13.0,,CHF,7.7,2023-01-25,Processed,Credit,,Cash,"2 Gipfel, 1 Latte Machiato, 1 Kaffee"
1099526498571,30954-3901-2,15,2023-01-25,100.0,,CHF,,2023-01-25,Processed,Credit,91483921240,Credit/Debit,LOAD ENCASH
1099526498571,30954-3901-3,15,2023-01-25,100.0,,CHF,,2023-01-25,Processed,Debit,1581-79000000,Cashless Prepaid,LOAD LOAD
1099526498584,24648-13134-3,16,2023-01-25,18.0,,CHF,7.7,2023-01-25,Processed,Credit,,Cash,"3 Kaffee, 3 Gipfel"
1099526498588,30954-3902-4,15,2023-01-25,2.5,,CHF,7.7,2023-01-25,Processed,Credit,1563-620000000,Cashless Prepaid,1 Kaffee
1099526498589,30954-3903-4,15,2023-01-25,4.5,,CHF,7.7,2023-01-25,Processed,Credit,1560-680000000,Cashless Prepaid,"1 Snack II, 1 Kaffee"
1099526498590,30954-3904-4,15,2023-01-25,17.5,,CHF,7.7,2023-01-25,Processed,Credit,1503-697000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526498591,30954-3905-4,15,2023-01-25,2.5,,CHF,7.7,2023-01-25,Processed,Credit,1518-461000000,Cashless Prepaid,1 Kaffee
1099526498592,24647-13743-3,18,2023-01-25,4.0,,CHF,7.7,2023-01-25,Processed,Credit,,Cash,1 PET Flasche
1099526498594,30954-3906-4,15,2023-01-25,5.0,,CHF,7.7,2023-01-25,Processed,Credit,1504-216000000,Cashless Prepaid,2 Kaffee
1099526498596,30954-3909-4,15,2023-01-25,17.5,,CHF,7.7,2023-01-25,Processed,Credit,1521-361000000,Cashless Prepaid,"1 Mittagscombo, 1 Espresso"
1099526498597,30954-3910-4,15,2023-01-25,5.0,,CHF,7.7,2023-01-25,Processed,Credit,1525-282000000,Cashless Prepaid,2 Kaffee
1099526498598,30954-3911-3,15,2023-01-25,2.0,,CHF,7.7,2023-01-25,Processed,Credit,1552-412000000,Cashless Prepaid,1 Snack II
1099526498599,30954-3912-4,15,2023-01-25,17.5,,CHF,7.7,2023-01-25,Processed,Credit,1561-458000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526498603,30954-3913-4,15,2023-01-25,17.5,,CHF,7.7,2023-01-25,Processed,Credit,1529-167000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526498604,30954-3914-4,15,2023-01-25,17.5,,CHF,7.7,2023-01-25,Processed,Credit,1581-80000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
