REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526240087,24648-12697-2,16,2022-12-30,600.0,,CHF,,2022-12-30,Processed,Credit,,Cash,CASH_INIT
1099526240114,30954-2891-2,15,2022-12-30,500.0,,CHF,,2022-12-30,Processed,Credit,,Cash,CASH_INIT
1099526240238,30954-2892-3,15,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,97032155520,Credit/Debit,1 PET Flasche
1099526240239,30954-2893-3,15,2022-12-30,6.0,,CHF,7.7,2022-12-30,Processed,Credit,5597426739,Credit/Debit,"1 Tee, 1 Snack II"
1099526240240,30954-2894-3,15,2022-12-30,6.0,,CHF,7.7,2022-12-30,Processed,Credit,5597426911,Credit/Debit,"1 Kaffee, 1 Snack II"
1099526240241,30954-2895-3,15,2022-12-30,8.0,,CHF,7.7,2022-12-30,Processed,Credit,17333254620,Credit/Debit,2 PET Flasche
1099526240243,30954-2896-3,15,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,19226733000,Credit/Debit,1 Kaffee
1099526240244,30954-2897-4,15,2022-12-30,5.0,,CHF,7.7,2022-12-30,Processed,Credit,1573-131000000,Cashless Prepaid,2 Kaffee
1099526240245,24648-12698-3,16,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,,Cash,1 PET Flasche
1099526240246,30954-2898-4,15,2022-12-30,4.5,,CHF,7.7,2022-12-30,Processed,Credit,1563-591000000,Cashless Prepaid,"1 Snack II, 1 Kaffee"
1099526240247,30954-2899-4,15,2022-12-30,7.5,,CHF,7.7,2022-12-30,Processed,Credit,1516-155000000,Cashless Prepaid,"1 Kaffee, 2 Butterbrezel"
1099526240250,24648-12699-2,16,2022-12-30,20.0,,CHF,,2022-12-30,Processed,Credit,,Cash,LOAD ENCASH
1099526240250,24648-12699-3,16,2022-12-30,20.0,,CHF,,2022-12-30,Processed,Debit,1622-33000000,Cashless Prepaid,LOAD LOAD
1099526240251,30954-2902-4,15,2022-12-30,17.5,,CHF,7.7,2022-12-30,Processed,Credit,1502-593000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526240252,30954-2903-4,15,2022-12-30,2.5,,CHF,7.7,2022-12-30,Processed,Credit,1573-132000000,Cashless Prepaid,1 PET Flasche
1099526240253,30954-2904-4,15,2022-12-30,5.0,,CHF,7.7,2022-12-30,Processed,Credit,1563-592000000,Cashless Prepaid,2 Kaffee
1099526240254,30954-2905-3,15,2022-12-30,3.5,,CHF,7.7,2022-12-30,Processed,Credit,,Cash,1 Mandel / Nuss Gipfel
1099526240255,24648-12700-4,16,2022-12-30,21.0,,CHF,7.7,2022-12-30,Processed,Credit,1588-249000000,Cashless Prepaid,"2 Personal Getränke, 4 Kaffee, 3 Snack II"
1099526240258,24648-12701-3,16,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,,Cash,1 Kaffee
1099526240259,24648-12702-3,16,2022-12-30,2.0,,CHF,7.7,2022-12-30,Processed,Credit,51957850420,Credit/Debit,1 Snack II
1099526240260,24648-12703-3,16,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,37661386100,Credit/Debit,1 Kaffee
1099526240398,30954-2906-3,15,2022-12-30,52.0,,CHF,7.7,2022-12-30,Processed,Credit,97085386100,Credit/Debit,2 Mittagscombo
1099526240399,30954-2907-3,15,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,87124001120,Credit/Debit,1 Kaffee
1099526240404,30954-2908-3,15,2022-12-30,33.5,,CHF,7.7,2022-12-30,Processed,Credit,5597773623,Credit/Debit,"1 Vegi / Vegan , 1 Personal Getränke, 1 Teller ..."
1099526240405,30954-2909-3,15,2022-12-30,26.0,,CHF,7.7,2022-12-30,Processed,Credit,5597776441,Credit/Debit,1 Mittagscombo
1099526240442,30954-2910-4,15,2022-12-30,15.0,,CHF,7.7,2022-12-30,Processed,Credit,1552-400000000,Cashless Prepaid,1 Mittagscombo
1099526240443,30954-2911-3,15,2022-12-30,15.5,,CHF,7.7,2022-12-30,Processed,Credit,27843882100,Credit/Debit,"1 Vegi / Vegan "
1099526240444,30954-2912-2,15,2022-12-30,50.0,,CHF,,2022-12-30,Processed,Credit,85343932399,Credit/Debit,LOAD ENCASH
1099526240444,30954-2912-3,15,2022-12-30,50.0,,CHF,,2022-12-30,Processed,Debit,1576-484000000,Cashless Prepaid,LOAD LOAD
1099526240450,30954-2913-3,15,2022-12-30,26.0,,CHF,7.7,2022-12-30,Processed,Credit,5597798686,Credit/Debit,1 Mittagscombo
1099526240607,24648-12704-4,16,2022-12-30,2.5,,CHF,7.7,2022-12-30,Processed,Credit,1606-42000000,Cashless Prepaid,1 PET Flasche
1099526240618,24648-12705-3,16,2022-12-30,4.0,,CHF,7.7,2022-12-30,Processed,Credit,,Cash,1 Kaffee
1099526242778,24648-12707-2,16,2022-12-30,32.0,,CHF,,2022-12-30,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
