REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526497154,24648-13111-2,16,2023-01-24,600.0,,CHF,,2023-01-24,Processed,Credit,,Cash,CASH_INIT
1099526497167,24647-13712-2,18,2023-01-24,600.0,,CHF,,2023-01-24,Processed,Credit,,Cash,CASH_INIT
1099526497238,24647-13713-3,18,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,1 Kaffee
1099526497247,30954-3864-2,15,2023-01-24,500.0,,CHF,,2023-01-24,Processed,Credit,,Cash,CASH_INIT
1099526497248,30954-3865-4,15,2023-01-24,20.0,,CHF,7.7,2023-01-24,Processed,Credit,1556-166000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526497270,24647-13714-3,18,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,5619568575,Credit/Debit,1 Kaffee
1099526497274,24647-13715-3,18,2023-01-24,6.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,"1 Gipfel, 1 Schokolade/Ovi"
1099526497290,24647-13716-3,18,2023-01-24,6.0,,CHF,7.7,2023-01-24,Processed,Credit,76140820240,Credit/Debit,"1 Gipfel, 1 Kaffee"
1099526497355,30954-3868-4,15,2023-01-24,20.0,,CHF,7.7,2023-01-24,Processed,Credit,1568-62000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526497367,30954-3871-4,15,2023-01-24,17.5,,CHF,7.7,2023-01-24,Processed,Credit,1502-609000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526497374,30954-3872-4,15,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1504-214000000,Cashless Prepaid,1 Kaffee
1099526497377,24647-13717-4,18,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1614-232000000,Cashless Prepaid,1 Kaffee
1099526497378,30954-3875-4,15,2023-01-24,17.5,,CHF,7.7,2023-01-24,Processed,Credit,1503-696000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526497379,30954-3876-4,15,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1518-459000000,Cashless Prepaid,1 Kaffee
1099526497380,30954-3877-4,15,2023-01-24,22.0,,CHF,7.7,2023-01-24,Processed,Credit,1563-618000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Butterbrezel, 1 Gipfel"
1099526497381,30954-3878-4,15,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1563-619000000,Cashless Prepaid,1 Kaffee
1099526497382,30954-3879-2,15,2023-01-24,100.0,,CHF,,2023-01-24,Processed,Credit,58143593399,Credit/Debit,LOAD ENCASH
1099526497382,30954-3879-3,15,2023-01-24,100.0,,CHF,,2023-01-24,Processed,Debit,1526-781000000,Cashless Prepaid,LOAD LOAD
1099526497383,30954-3880-4,15,2023-01-24,17.5,,CHF,7.7,2023-01-24,Processed,Credit,1526-782000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526497384,30954-3881-4,15,2023-01-24,17.5,,CHF,7.7,2023-01-24,Processed,Credit,1576-496000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526497385,30954-3882-4,15,2023-01-24,5.0,,CHF,7.7,2023-01-24,Processed,Credit,1573-146000000,Cashless Prepaid,2 Kaffee
1099526497386,30954-3883-4,15,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1525-280000000,Cashless Prepaid,1 Kaffee
1099526497387,30954-3884-4,15,2023-01-24,17.5,,CHF,7.7,2023-01-24,Processed,Credit,1521-360000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526497388,30954-3885-4,15,2023-01-24,21.0,,CHF,7.7,2023-01-24,Processed,Credit,1522-462000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Mandel / Nuss Gipfel"
1099526497389,30954-3886-4,15,2023-01-24,19.5,,CHF,7.7,2023-01-24,Processed,Credit,1561-457000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Gipfel"
1099526497390,30954-3887-4,15,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1536-151000000,Cashless Prepaid,1 Kaffee
1099526497397,24647-13718-4,18,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1618-95000000,Cashless Prepaid,1 PET Flasche
1099526497401,24647-13719-3,18,2023-01-24,26.0,,CHF,7.7,2023-01-24,Processed,Credit,5619651395,Credit/Debit,"1 Kaffee, 4 Gipfel, 2 Latte Machiato, 1 Schokol..."
1099526497415,24648-13112-3,16,2023-01-24,13.5,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,"1 Latte Machiato, 3 Snack II, 1 Personal Getränke"
1099526497424,24648-13113-3,16,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,5619705934,Credit/Debit,1 Kaffee
1099526497425,24648-13114-3,16,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,1 Kaffee
1099526497426,24647-13720-3,18,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,1 Kaffee
1099526497427,24647-13721-3,18,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,1 Schokolade/Ovi
1099526497428,24648-13115-3,16,2023-01-24,4.5,,CHF,7.7,2023-01-24,Processed,Credit,27591324240,Credit/Debit,1 Cappuccino
1099526497429,24648-13116-3,16,2023-01-24,4.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,1 Espresso
1099526497430,24647-13722-3,18,2023-01-24,8.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,"1 Kaffee, 1 Schokolade/Ovi"
1099526497432,24647-13723-3,18,2023-01-24,15.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,"1 Espresso, 3 Frucht , 1 Schokolade/Ovi, 2 Snac..."
1099526497433,24647-13724-3,18,2023-01-24,8.0,,CHF,7.7,2023-01-24,Processed,Credit,44934867240,Credit/Debit,"1 Schokolade/Ovi, 1 Kaffee"
1099526497441,30954-3888-2,15,2023-01-24,15.0,,CHF,,2023-01-24,Processed,Credit,27734671240,Credit/Debit,LOAD ENCASH
1099526497441,30954-3888-3,15,2023-01-24,15.0,,CHF,,2023-01-24,Processed,Debit,1539-118000000,Cashless Prepaid,LOAD LOAD
1099526497442,30954-3889-4,15,2023-01-24,15.0,,CHF,7.7,2023-01-24,Processed,Credit,1539-119000000,Cashless Prepaid,1 Mittagscombo
1099526497507,30954-3890-4,15,2023-01-24,15.0,,CHF,7.7,2023-01-24,Processed,Credit,1513-431000000,Cashless Prepaid,1 Mittagscombo
1099526497822,30954-3891-3,15,2023-01-24,2.5,,CHF,7.7,2023-01-24,Processed,Credit,1525-281000000,Cashless Prepaid,1 Butterbrezel
1099526497896,24648-13117-3,16,2023-01-24,16.0,,CHF,7.7,2023-01-24,Processed,Credit,,Cash,"1 Tagesteller ( Stammgäste ) "
