REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526454201,24648-12988-2,16,2023-01-20,600.0,,CHF,,2023-01-20,Processed,Credit,,Cash,CASH_INIT
1099526454356,30954-3710-2,15,2023-01-20,500.0,,CHF,,2023-01-20,Processed,Credit,,Cash,CASH_INIT
1099526454361,30954-3712-4,15,2023-01-20,20.0,,CHF,7.7,2023-01-20,Processed,Credit,1557-110000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 PET Flasche"
1099526454362,30954-3713-4,15,2023-01-20,20.0,,CHF,7.7,2023-01-20,Processed,Credit,1554-31000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 PET Flasche"
1099526455408,24647-13666-2,18,2023-01-20,600.0,,CHF,,2023-01-20,Processed,Credit,,Cash,CASH_INIT
1099526455412,24647-13667-3,18,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,5616127941,Credit/Debit,1 Espresso
1099526455440,24647-13668-3,18,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Milchkaffee
1099526455605,24647-13669-2,18,2023-01-20,10.0,,CHF,,2023-01-20,Processed,Credit,,Cash,LOAD ENCASH
1099526455605,24647-13669-3,18,2023-01-20,10.0,,CHF,,2023-01-20,Processed,Debit,1801-1000000,Cashless Prepaid,LOAD LOAD
1099526456026,30954-3714-2,15,2023-01-20,100.0,,CHF,,2023-01-20,Processed,Credit,39593549730,Credit/Debit,LOAD ENCASH
1099526456026,30954-3714-3,15,2023-01-20,100.0,,CHF,,2023-01-20,Processed,Debit,1529-165000000,Cashless Prepaid,LOAD LOAD
1099526456030,30954-3715-4,15,2023-01-20,17.5,,CHF,7.7,2023-01-20,Processed,Credit,1529-166000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526456079,30954-3716-4,15,2023-01-20,20.0,,CHF,7.7,2023-01-20,Processed,Credit,1526-780000000,Cashless Prepaid,"1 Mittagscombo, 1 PET Flasche, 1 Kaffee"
1099526456150,30954-3717-4,15,2023-01-20,19.5,,CHF,7.7,2023-01-20,Processed,Credit,1561-455000000,Cashless Prepaid,"1 Gipfel, 1 Kaffee, 1 Mittagscombo"
1099526456157,24647-13670-4,18,2023-01-20,7.0,,CHF,7.7,2023-01-20,Processed,Credit,1613-171000000,Cashless Prepaid,"2 Kaffee, 1 Gipfel"
1099526456160,30954-3718-4,15,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,1505-442000000,Cashless Prepaid,1 Kaffee
1099526456165,30954-3719-4,15,2023-01-20,19.5,,CHF,7.7,2023-01-20,Processed,Credit,1560-678000000,Cashless Prepaid,"1 Gipfel, 1 Mittagscombo, 1 Kaffee"
1099526456172,30954-3720-4,15,2023-01-20,17.5,,CHF,7.7,2023-01-20,Processed,Credit,1502-607000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526456173,30954-3721-4,15,2023-01-20,15.0,,CHF,7.7,2023-01-20,Processed,Credit,1504-212000000,Cashless Prepaid,1 Mittagscombo
1099526456189,30954-3724-4,15,2023-01-20,19.5,,CHF,7.7,2023-01-20,Processed,Credit,1522-460000000,Cashless Prepaid,"1 Kaffee, 1 Snack II, 1 Mittagscombo"
1099526456193,30954-3725-4,15,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,1523-252000000,Cashless Prepaid,1 PET Flasche
1099526456203,30954-3726-4,15,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,1518-456000000,Cashless Prepaid,1 Kaffee
1099526456204,30954-3727-4,15,2023-01-20,17.5,,CHF,7.7,2023-01-20,Processed,Credit,1521-358000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526456208,30954-3728-4,15,2023-01-20,5.0,,CHF,7.7,2023-01-20,Processed,Credit,1525-277000000,Cashless Prepaid,2 Kaffee
1099526456347,24647-13671-4,18,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,1633-162000000,Cashless Prepaid,1 Kaffee
1099526456348,24647-13672-3,18,2023-01-20,8.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,"2 Snack II, 1 Kaffee"
1099526456389,24648-12989-3,16,2023-01-20,6.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,"1 Gipfel, 1 Kaffee"
1099526456394,24648-12990-3,16,2023-01-20,6.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,"1 Gipfel, 1 Kaffee"
1099526456395,24648-12991-3,16,2023-01-20,6.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,"1 Gipfel, 1 PET Flasche"
1099526456452,24648-12992-3,16,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Kaffee
1099526456498,24648-12993-3,16,2023-01-20,6.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,3 Snack II
1099526456499,24648-12994-3,16,2023-01-20,1.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,"1 Frucht "
1099526456530,30954-3729-3,15,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,84772816530,Credit/Debit,1 Kaffee
1099526456538,30954-3730-3,15,2023-01-20,4.5,,CHF,7.7,2023-01-20,Processed,Credit,70735684830,Credit/Debit,"1 Snack II, 1 Butterbrezel"
1099526456603,24648-12995-3,16,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,51711571930,Credit/Debit,1 Kaffee
1099526456604,24648-12996-3,16,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Personal Getränke
1099526456605,24648-12997-3,16,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Personal Getränke
1099526456608,24648-12998-3,16,2023-01-20,4.5,,CHF,7.7,2023-01-20,Processed,Credit,92466684830,Credit/Debit,1 Cappuccino
1099526456615,30954-3731-3,15,2023-01-20,2.0,,CHF,7.7,2023-01-20,Processed,Credit,82658073399,Credit/Debit,1 Gipfel
1099526456619,30954-3732-3,15,2023-01-20,3.5,,CHF,7.7,2023-01-20,Processed,Credit,52678073399,Credit/Debit,1 Mandel / Nuss Gipfel
1099526456639,24648-12999-3,16,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Kaffee
1099526456640,24648-13000-3,16,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 PET Flasche
1099526456641,24648-13001-3,16,2023-01-20,8.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,2 Kaffee
1099526456642,24648-13002-3,16,2023-01-20,8.5,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,"1 Kaffee, 1 Cappuccino"
1099526456647,24648-13003-3,16,2023-01-20,4.0,,CHF,7.7,2023-01-20,Processed,Credit,60168549730,Credit/Debit,1 Kaffee
1099526457520,24647-13673-4,18,2023-01-20,2.5,,CHF,7.7,2023-01-20,Processed,Credit,1618-93000000,Cashless Prepaid,1 PET Flasche
1099526457588,24648-13007-3,16,2023-01-20,22.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Küche offen
1099526457696,30954-3734-3,15,2023-01-20,16.0,,CHF,7.7,2023-01-20,Processed,Credit,23002226930,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526457717,24648-13008-3,16,2023-01-20,22.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Küche offen
1099526457734,24648-13009-3,16,2023-01-20,20.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Küche offen
1099526458004,24648-13010-3,16,2023-01-20,20.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Küche offen
1099526458065,24648-13011-3,16,2023-01-20,26.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,1 Mittagscombo
1099526458205,24648-13012-3,16,2023-01-20,52.0,,CHF,7.7,2023-01-20,Processed,Credit,,Cash,2 Mittagscombo
