REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526159373,30954-2357-2,15,2022-12-13,500.0,,CHF,,2022-12-13,Processed,Credit,,Cash,CASH_INIT
1099526159374,30954-2358-4,15,2022-12-13,2.5,,CHF,7.7,2022-12-13,Processed,Credit,1515-72000000,Cashless Prepaid,1 Kaffee
1099526159375,30954-2359-3,15,2022-12-13,7.5,,CHF,7.7,2022-12-13,Processed,Credit,19067272420,Credit/Debit,3 Personal Getränke
1099526159376,30954-2360-3,15,2022-12-13,8.5,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,"1 Cappuccino, 1 Kaffee"
1099526159377,24648-12512-2,16,2022-12-13,600.0,,CHF,,2022-12-13,Processed,Credit,,Cash,CASH_INIT
1099526159378,24648-12513-3,16,2022-12-13,4.0,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,1 Kaffee
1099526159379,30954-2361-4,15,2022-12-13,35.0,,CHF,7.7,2022-12-13,Processed,Credit,1526-758000000,Cashless Prepaid,"2 Kaffee, 2 Mittagscombo"
1099526159380,30954-2362-4,15,2022-12-13,2.5,,CHF,7.7,2022-12-13,Processed,Credit,1504-189000000,Cashless Prepaid,1 Kaffee
1099526159383,30954-2365-3,15,2022-12-13,4.0,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,1 Kaffee
1099526159385,30954-2366-4,15,2022-12-13,17.5,,CHF,7.7,2022-12-13,Processed,Credit,1560-653000000,Cashless Prepaid,"1 Mittagscombo, 1 Cappuccino"
1099526159386,30954-2367-4,15,2022-12-13,4.5,,CHF,7.7,2022-12-13,Processed,Credit,1507-576000000,Cashless Prepaid,"1 Snack II, 1 Cappuccino"
1099526159387,30954-2368-4,15,2022-12-13,2.5,,CHF,7.7,2022-12-13,Processed,Credit,1505-428000000,Cashless Prepaid,1 Kaffee
1099526159388,30954-2369-4,15,2022-12-13,11.5,,CHF,7.7,2022-12-13,Processed,Credit,1504-190000000,Cashless Prepaid,"1 Suppenbowle , 1 Kaffee"
1099526159391,30954-2372-2,15,2022-12-13,50.0,,CHF,,2022-12-13,Processed,Credit,54782321399,Credit/Debit,LOAD ENCASH
1099526159391,30954-2372-5,15,2022-12-13,50.0,,CHF,,2022-12-13,Processed,Debit,1576-467000000,Cashless Prepaid,LOAD LOAD
1099526159392,30954-2373-4,15,2022-12-13,11.5,,CHF,7.7,2022-12-13,Processed,Credit,1576-468000000,Cashless Prepaid,"1 Suppenbowle , 1 Kaffee"
1099526159393,30954-2374-4,15,2022-12-13,2.5,,CHF,7.7,2022-12-13,Processed,Credit,1523-237000000,Cashless Prepaid,1 Kaffee
1099526159394,30954-2375-4,15,2022-12-13,2.5,,CHF,7.7,2022-12-13,Processed,Credit,1525-259000000,Cashless Prepaid,1 Cappuccino
1099526159396,30954-2377-2,15,2022-12-13,200.0,,CHF,,2022-12-13,Processed,Credit,42541372420,Credit/Debit,LOAD ENCASH
1099526159396,30954-2377-3,15,2022-12-13,200.0,,CHF,,2022-12-13,Processed,Debit,1561-436000000,Cashless Prepaid,LOAD LOAD
1099526159397,30954-2378-4,15,2022-12-13,28.0,,CHF,7.7,2022-12-13,Processed,Credit,1561-437000000,Cashless Prepaid,"1 Sandwiche 6.00, 2 Kaffee, 1 Snack II, 1 Mitta..."
1099526159398,24648-12514-3,16,2022-12-13,8.0,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,2 Kaffee
1099526159399,24648-12515-3,16,2022-12-13,8.0,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,2 Kaffee
1099526159413,30954-2379-3,15,2022-12-13,6.0,,CHF,7.7,2022-12-13,Processed,Credit,10354427220,Credit/Debit,"1 Snack II, 1 Kaffee"
1099526159475,30954-2381-2,15,2022-12-13,22.0,,CHF,,2022-12-13,Processed,Credit,24100421399,Credit/Debit,LOAD ENCASH
1099526159475,30954-2381-3,15,2022-12-13,22.0,,CHF,,2022-12-13,Processed,Debit,1512-294000000,Cashless Prepaid,LOAD LOAD
1099526159476,30954-2382-4,15,2022-12-13,22.0,,CHF,7.7,2022-12-13,Processed,Credit,1512-295000000,Cashless Prepaid,"1 Mittagscombo, 1 Gipfel, 2 Kaffee"
1099526159483,30954-2383-4,15,2022-12-13,20.0,,CHF,7.7,2022-12-13,Processed,Credit,1513-425000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526159589,30954-2385-3,15,2022-12-13,15.0,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,1 Personal Combo
1099526159594,24648-12516-3,16,2022-12-13,42.0,,CHF,7.7,2022-12-13,Processed,Credit,5579760742,Credit/Debit,21 Küche offen
1099526159678,24648-12517-4,16,2022-12-13,15.0,,CHF,7.7,2022-12-13,Processed,Credit,1593-349000000,Cashless Prepaid,1 Mittagscombo
1099526159681,24648-12518-4,16,2022-12-13,22.5,,CHF,7.7,2022-12-13,Processed,Credit,1588-238000000,Cashless Prepaid,"3 Kaffee, 1 Mittagscombo"
1099526159690,24648-12519-4,16,2022-12-13,5.0,,CHF,7.7,2022-12-13,Processed,Credit,1592-75000000,Cashless Prepaid,"1 PET Flasche, 1 Kaffee"
1099526159694,24648-12520-3,16,2022-12-13,32.5,,CHF,7.7,2022-12-13,Processed,Credit,,Cash,"1 Mittagscombo, 1 Gipfel, 1 Cappuccino"
