REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526167796,24647-13237-2,18,2022-12-15,600.0,,CHF,,2022-12-15,Processed,Credit,,Cash,CASH_INIT
1099526167797,30954-2446-2,15,2022-12-15,500.0,,CHF,,2022-12-15,Processed,Credit,,Cash,CASH_INIT
1099526167798,30954-2447-4,15,2022-12-15,17.5,,CHF,7.7,2022-12-15,Processed,Credit,1556-149000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526167799,30954-2448-4,15,2022-12-15,17.5,,CHF,7.7,2022-12-15,Processed,Credit,1558-86000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526167800,24648-12530-2,16,2022-12-15,600.0,,CHF,,2022-12-15,Processed,Credit,,Cash,CASH_INIT
1099526167801,24647-13238-3,18,2022-12-15,8.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,2 Kaffee
1099526167820,30954-2449-3,15,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,56816064320,Credit/Debit,1 Kaffee
1099526167821,30954-2450-4,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,1504-192000000,Cashless Prepaid,1 Kaffee
1099526167835,30954-2458-2,15,2022-12-15,40.0,,CHF,,2022-12-15,Processed,Credit,60558318420,Credit/Debit,LOAD ENCASH
1099526167835,30954-2458-3,15,2022-12-15,40.0,,CHF,,2022-12-15,Processed,Debit,1652-1000000,Cashless Prepaid,LOAD LOAD
1099526167836,30954-2459-4,15,2022-12-15,20.0,,CHF,7.7,2022-12-15,Processed,Credit,1652-2000000,Cashless Prepaid,"1 Mittagscombo, 1 PET Flasche, 1 Kaffee"
1099526167837,24648-12531-3,16,2022-12-15,7.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,"1 Dop. Espresso, 1 Gipfel"
1099526167838,30954-2460-4,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,1518-443000000,Cashless Prepaid,1 Kaffee
1099526167839,30954-2461-4,15,2022-12-15,19.5,,CHF,7.7,2022-12-15,Processed,Credit,1560-656000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Gipfel"
1099526167840,30954-2462-4,15,2022-12-15,17.5,,CHF,7.7,2022-12-15,Processed,Credit,1503-674000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526167841,30954-2463-4,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,1521-346000000,Cashless Prepaid,1 Kaffee
1099526167842,30954-2464-2,15,2022-12-15,100.0,,CHF,,2022-12-15,Processed,Credit,36780931399,Credit/Debit,LOAD ENCASH
1099526167842,30954-2464-3,15,2022-12-15,100.0,,CHF,,2022-12-15,Processed,Debit,1526-760000000,Cashless Prepaid,LOAD LOAD
1099526167843,30954-2465-4,15,2022-12-15,17.5,,CHF,7.7,2022-12-15,Processed,Credit,1526-761000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526167844,30954-2466-3,15,2022-12-15,2.0,,CHF,7.7,2022-12-15,Processed,Credit,1522-440000000,Cashless Prepaid,1 Gipfel
1099526167845,30954-2467-4,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,1573-127000000,Cashless Prepaid,1 Kaffee
1099526167846,30954-2468-4,15,2022-12-15,6.0,,CHF,7.7,2022-12-15,Processed,Credit,1507-577000000,Cashless Prepaid,"1 Zitronencake, 1 Kaffee"
1099526167848,30954-2469-2,15,2022-12-15,100.0,,CHF,,2022-12-15,Processed,Credit,,Cash,LOAD ENCASH
1099526167848,30954-2469-3,15,2022-12-15,100.0,,CHF,,2022-12-15,Processed,Debit,1523-238000000,Cashless Prepaid,LOAD LOAD
1099526167849,24648-12532-3,16,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,1605-11000000,Cashless Prepaid,2 Gipfel
1099526167850,30954-2470-4,15,2022-12-15,19.5,,CHF,7.7,2022-12-15,Processed,Credit,1561-439000000,Cashless Prepaid,"1 Kaffee, 1 Gipfel, 1 Mittagscombo"
1099526167852,30954-2472-3,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,5581663861,Credit/Debit,1 Personal Kaffee
1099526167853,30954-2473-2,15,2022-12-15,25.0,,CHF,,2022-12-15,Processed,Credit,44991931399,Credit/Debit,LOAD ENCASH
1099526167853,30954-2473-3,15,2022-12-15,25.0,,CHF,,2022-12-15,Processed,Debit,1512-296000000,Cashless Prepaid,LOAD LOAD
1099526167854,24647-13239-4,18,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,1616-187000000,Cashless Prepaid,1 Kaffee
1099526167855,30954-2474-4,15,2022-12-15,7.0,,CHF,7.7,2022-12-15,Processed,Credit,1512-297000000,Cashless Prepaid,"1 Kaffee, 1 Gipfel, 1 Butterbrezel"
1099526167856,24648-12533-3,16,2022-12-15,5.0,,CHF,7.7,2022-12-15,Processed,Credit,5581668050,Credit/Debit,1 Dop. Espresso
1099526167858,24648-12535-3,16,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,69649912320,Credit/Debit,1 Kaffee
1099526167859,30954-2475-3,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Personal Kaffee
1099526167861,30954-2476-4,15,2022-12-15,11.5,,CHF,7.7,2022-12-15,Processed,Credit,1517-51000000,Cashless Prepaid,"1 Kaffee, 1 Salatbowle "
1099526168774,24647-13240-3,18,2022-12-15,2.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Gipfel
1099526168775,24647-13241-3,18,2022-12-15,8.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,"1 Kaffee, 1 Tee"
1099526168776,24647-13242-4,18,2022-12-15,25.0,,CHF,7.7,2022-12-15,Processed,Credit,1611-357000000,Cashless Prepaid,"1 Mittagscombo, 4 Espresso"
1099526168834,24648-12536-3,16,2022-12-15,6.0,,CHF,7.7,2022-12-15,Processed,Credit,5581772151,Credit/Debit,"1 Gipfel, 1 Kaffee"
1099526168837,24648-12537-3,16,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,93118931399,Credit/Debit,1 Schokolade/Ovi
1099526168840,24648-12538-3,16,2022-12-15,6.0,,CHF,7.7,2022-12-15,Processed,Credit,81518931399,Credit/Debit,"1 Schokolade/Ovi, 1 Gipfel"
1099526168843,24648-12539-3,16,2022-12-15,5.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Latte Machiato
1099526168848,24648-12540-3,16,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Tee
1099526168852,24648-12541-3,16,2022-12-15,6.0,,CHF,7.7,2022-12-15,Processed,Credit,5581777014,Credit/Debit,"1 Gipfel, 1 Kaffee"
1099526168971,30954-2477-3,15,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,14930041399,Credit/Debit,1 Schokolade/Ovi
1099526168985,30954-2478-3,15,2022-12-15,6.0,,CHF,7.7,2022-12-15,Processed,Credit,62475524420,Credit/Debit,"1 PET Flasche, 1 Gipfel"
1099526169086,30954-2482-3,15,2022-12-15,16.0,,CHF,7.7,2022-12-15,Processed,Credit,38299178220,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526169116,30954-2483-3,15,2022-12-15,19.5,,CHF,7.7,2022-12-15,Processed,Credit,89366041399,Credit/Debit,"1 PET Flasche, 1 Teller vom Buffet"
1099526169130,30954-2485-3,15,2022-12-15,19.5,,CHF,7.7,2022-12-15,Processed,Credit,5581934577,Credit/Debit,"1 PET Flasche, 1 Teller vom Buffet"
1099526169139,30954-2486-3,15,2022-12-15,19.5,,CHF,7.7,2022-12-15,Processed,Credit,66271082420,Credit/Debit,"1 PET Flasche, 1 Teller vom Buffet"
1099526169196,30954-2487-4,15,2022-12-15,15.0,,CHF,7.7,2022-12-15,Processed,Credit,1552-395000000,Cashless Prepaid,1 Mittagscombo
1099526169212,30954-2489-4,15,2022-12-15,2.5,,CHF,7.7,2022-12-15,Processed,Credit,1537-75000000,Cashless Prepaid,1 Kaffee
1099526169252,24647-13243-4,18,2022-12-15,15.0,,CHF,7.7,2022-12-15,Processed,Credit,1631-35000000,Cashless Prepaid,1 Mittagscombo
1099526169255,30954-2490-4,15,2022-12-15,11.5,,CHF,7.7,2022-12-15,Processed,Credit,1504-193000000,Cashless Prepaid,"1 Salatbowle , 1 PET Flasche"
1099526169258,24648-12542-4,16,2022-12-15,20.0,,CHF,7.7,2022-12-15,Processed,Credit,1588-241000000,Cashless Prepaid,"1 Mittagscombo, 2 Latte Machiato"
1099526169259,24648-12543-3,16,2022-12-15,26.0,,CHF,7.7,2022-12-15,Processed,Credit,63846977910,Credit/Debit,1 Mittagscombo
1099526169260,24648-12544-3,16,2022-12-15,26.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Mittagscombo
1099526169261,24648-12545-3,16,2022-12-15,26.0,,CHF,7.7,2022-12-15,Processed,Credit,5582014106,Credit/Debit,1 Mittagscombo
1099526169274,24647-13244-3,18,2022-12-15,20.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,"1 Tagesteller ( Stammgäste ) , 1 Espresso"
1099526169275,30954-2493-3,15,2022-12-15,16.0,,CHF,7.7,2022-12-15,Processed,Credit,88010264320,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526169283,30954-2494-3,15,2022-12-15,16.0,,CHF,7.7,2022-12-15,Processed,Credit,56344728220,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526169313,30954-2495-4,15,2022-12-15,15.0,,CHF,7.7,2022-12-15,Processed,Credit,1546-43000000,Cashless Prepaid,1 Mittagscombo
1099526169336,30954-2496-3,15,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Kaffee
1099526169373,24647-13245-3,18,2022-12-15,2.0,,CHF,7.7,2022-12-15,Processed,Credit,1616-188000000,Cashless Prepaid,1 Snack II
1099526169374,24648-12546-4,16,2022-12-15,20.0,,CHF,7.7,2022-12-15,Processed,Credit,1589-282000000,Cashless Prepaid,"1 Mittagscombo, 2 Kaffee"
1099526169376,24648-12547-3,16,2022-12-15,4.0,,CHF,7.7,2022-12-15,Processed,Credit,,Cash,1 Espresso
