REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526079365,30954-1967-2,15,2022-12-03,500.0,,CHF,,2022-12-03,Processed,Credit,,Cash,CASH_INIT
1099526079366,24648-12311-2,16,2022-12-03,600.0,,CHF,,2022-12-03,Processed,Credit,,Cash,CASH_INIT
1099526079367,24648-12312-2,16,2022-12-03,100.0,,CHF,,2022-12-03,Processed,Credit,91113042220,Credit/Debit,LOAD ENCASH
1099526079367,24648-12312-3,16,2022-12-03,100.0,,CHF,,2022-12-03,Processed,Debit,1639-9000000,Cashless Prepaid,LOAD LOAD
1099526079368,24648-12313-4,16,2022-12-03,30.0,,CHF,7.7,2022-12-03,Processed,Credit,1639-10000000,Cashless Prepaid,2 Mittagscombo
1099526079370,30954-1969-4,15,2022-12-03,17.5,,CHF,7.7,2022-12-03,Processed,Credit,1559-53000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526079372,30954-1971-3,15,2022-12-03,4.0,,CHF,7.7,2022-12-03,Processed,Credit,,Cash,1 Kaffee
1099526079373,30954-1972-4,15,2022-12-03,17.5,,CHF,7.7,2022-12-03,Processed,Credit,1669-4000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526079374,24647-12990-2,18,2022-12-03,600.0,,CHF,,2022-12-03,Processed,Credit,,Cash,CASH_INIT
1099526079375,30954-1973-2,15,2022-12-03,20.0,,CHF,,2022-12-03,Processed,Credit,39214599220,Credit/Debit,LOAD ENCASH
1099526079375,30954-1973-3,15,2022-12-03,20.0,,CHF,,2022-12-03,Processed,Debit,1549-16000000,Cashless Prepaid,LOAD LOAD
1099526079376,30954-1974-4,15,2022-12-03,17.5,,CHF,7.7,2022-12-03,Processed,Credit,1549-17000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526079377,30954-1975-3,15,2022-12-03,4.0,,CHF,7.7,2022-12-03,Processed,Credit,73648512910,Credit/Debit,1 Kaffee
1099526079378,30954-1976-3,15,2022-12-03,8.0,,CHF,7.7,2022-12-03,Processed,Credit,40848512910,Credit/Debit,2 Kaffee
