REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526520399,24647-13793-2,18,2023-01-31,600.0,,CHF,,2023-01-31,Processed,Credit,,Cash,CASH_INIT
1099526520400,30954-4134-2,15,2023-01-31,500.0,,CHF,,2023-01-31,Processed,Credit,,Cash,CASH_INIT
1099526520401,24648-13291-2,16,2023-01-31,600.0,,CHF,,2023-01-31,Processed,Credit,,Cash,CASH_INIT
1099526520402,24648-13292-3,16,2023-01-31,8.0,,CHF,7.7,2023-01-31,Processed,Credit,,Cash,"1 Kaffee, 2 Gipfel"
1099526520406,24647-13795-3,18,2023-01-31,4.0,,CHF,7.7,2023-01-31,Processed,Credit,,Cash,1 PET Flasche
1099526520407,24647-13794-3,18,2023-01-31,4.0,,CHF,7.7,2023-01-31,Processed,Credit,,Cash,1 PET Flasche
1099526520408,24647-13798-3,18,2023-01-31,4.0,,CHF,7.7,2023-01-31,Processed,Credit,,Cash,1 PET Flasche
1099526520409,30954-4135-4,15,2023-01-31,20.0,,CHF,7.7,2023-01-31,Processed,Credit,1652-12000000,Cashless Prepaid,"1 Mittagscombo, 1 PET Flasche, 1 Kaffee"
1099526520411,24648-13293-3,16,2023-01-31,4.0,,CHF,7.7,2023-01-31,Processed,Credit,5626688863,Credit/Debit,"1 Gipfel, 1 Snack II"
1099526520412,30954-4136-4,15,2023-01-31,2.5,,CHF,7.7,2023-01-31,Processed,Credit,1507-591000000,Cashless Prepaid,1 Kaffee
1099526520413,30954-4137-4,15,2023-01-31,17.5,,CHF,7.7,2023-01-31,Processed,Credit,1556-172000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526520414,24648-13294-2,16,2023-01-31,20.0,,CHF,,2023-01-31,Processed,Credit,74549472340,Credit/Debit,LOAD ENCASH
1099526520414,24648-13294-3,16,2023-01-31,20.0,,CHF,,2023-01-31,Processed,Debit,1605-22000000,Cashless Prepaid,LOAD LOAD
1099526520415,24648-13295-4,16,2023-01-31,2.5,,CHF,7.7,2023-01-31,Processed,Credit,1605-23000000,Cashless Prepaid,1 Cappuccino
1099526520416,24648-13296-3,16,2023-01-31,2.5,,CHF,7.7,2023-01-31,Processed,Credit,1606-52000000,Cashless Prepaid,1 Personal Getränke
1099526520417,30954-4138-4,15,2023-01-31,20.0,,CHF,7.7,2023-01-31,Processed,Credit,1510-133000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
