REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526382436,30954-3534-2,15,2023-01-15,500.0,,CHF,,2023-01-15,Processed,Credit,,Cash,CASH_INIT
1099526382821,24648-12916-2,16,2023-01-15,300.0,,CHF,,2023-01-15,Processed,Credit,,Cash,CASH_INIT
1099526382822,24647-13556-2,18,2023-01-15,600.0,,CHF,,2023-01-15,Processed,Credit,,Cash,CASH_INIT
1099526382825,24648-12917-2,16,2023-01-15,600.0,,CHF,,2023-01-15,Processed,Credit,,Cash,CASH_INIT
1099526382896,30954-3536-4,15,2023-01-15,2.5,,CHF,7.7,2023-01-15,Processed,Credit,1637-22000000,Cashless Prepaid,1 Kaffee
1099526384286,24647-13557-3,18,2023-01-15,16.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"2 PET Flasche, 2 Espresso"
1099526384726,30954-3537-3,15,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,96669785620,Credit/Debit,1 Kaffee
1099526384737,30954-3538-3,15,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,12150407100,Credit/Debit,1 Kaffee
1099526384808,30954-3539-3,15,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Kaffee
1099526384892,30954-3540-3,15,2023-01-15,6.5,,CHF,7.7,2023-01-15,Processed,Credit,22089785620,Credit/Debit,"1 Kaffee, 1 Butterbrezel"
1099526384917,30954-3541-3,15,2023-01-15,8.0,,CHF,7.7,2023-01-15,Processed,Credit,83064448420,Credit/Debit,"1 Kaffee, 1 Tee"
1099526385081,30954-3542-3,15,2023-01-15,8.0,,CHF,7.7,2023-01-15,Processed,Credit,46281733399,Credit/Debit,2 Kaffee
1099526385570,24648-12918-3,16,2023-01-15,2.5,,CHF,7.7,2023-01-15,Processed,Credit,96247601120,Credit/Debit,1 Personal Kaffee
1099526385663,30954-3543-3,15,2023-01-15,8.5,,CHF,7.7,2023-01-15,Processed,Credit,25655448420,Credit/Debit,"2 Snack II, 1 Cappuccino"
1099526385721,30954-3544-4,15,2023-01-15,2.5,,CHF,7.7,2023-01-15,Processed,Credit,1654-12000000,Cashless Prepaid,1 Kaffee
1099526385943,24647-13558-3,18,2023-01-15,2.0,,CHF,7.7,2023-01-15,Processed,Credit,90205784620,Credit/Debit,1 Snack II
1099526385945,24648-12919-3,16,2023-01-15,6.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"1 Gipfel, 1 Tee"
1099526385951,24648-12920-3,16,2023-01-15,6.0,,CHF,7.7,2023-01-15,Processed,Credit,10213976720,Credit/Debit,"1 Schokolade/Ovi, 1 Gipfel"
1099526385953,24647-13559-3,18,2023-01-15,8.0,,CHF,7.7,2023-01-15,Processed,Credit,19732407100,Credit/Debit,2 Espresso
1099526385954,24648-12921-3,16,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Tee
1099526385958,24648-12922-3,16,2023-01-15,10.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"1 Kaffee, 1 Gipfel, 1 PET Flasche"
1099526385982,24647-13560-3,18,2023-01-15,16.0,,CHF,7.7,2023-01-15,Processed,Credit,97536448420,Credit/Debit,"2 PET Flasche, 1 0.25dl Red Bull, 2 Gipfel"
1099526385992,24647-13561-3,18,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Kaffee
1099526385998,24647-13562-3,18,2023-01-15,6.5,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"1 Cappuccino, 1 Gipfel"
1099526386008,24647-13563-3,18,2023-01-15,2.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Snack
1099526386013,24647-13564-3,18,2023-01-15,8.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,2 PET Flasche
1099526386464,30954-3545-3,15,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 PET Flasche
1099526388371,30954-3546-3,15,2023-01-15,26.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Mittagscombo
1099526389072,24648-12923-3,16,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Kaffee
1099526389103,24648-12924-3,16,2023-01-15,6.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"1 Snack II, 1 Kaffee"
1099526389215,24648-12925-3,16,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,5612080676,Credit/Debit,1 Kaffee
1099526389224,30954-3547-3,15,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,5612080829,Credit/Debit,1 Kaffee
1099526389389,24647-13565-3,18,2023-01-15,52.0,,CHF,7.7,2023-01-15,Processed,Credit,91826356200,Credit/Debit,2 Mittagscombo
1099526389489,30954-3548-3,15,2023-01-15,15.5,,CHF,7.7,2023-01-15,Processed,Credit,77591588000,Credit/Debit,1 Teller vom Buffet
1099526389513,24647-13566-3,18,2023-01-15,52.0,,CHF,7.7,2023-01-15,Processed,Credit,47856976720,Credit/Debit,2 Mittagscombo
1099526390313,30954-3549-3,15,2023-01-15,34.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"2 Kaffee, 1 Mittagscombo"
1099526390317,30954-3550-3,15,2023-01-15,34.0,,CHF,7.7,2023-01-15,Processed,Debit,,Cash,"2 Kaffee, 1 Mittagscombo"
1099526390321,30954-3551-4,15,2023-01-15,20.0,,CHF,7.7,2023-01-15,Processed,Credit,1557-108000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526390341,30954-3552-3,15,2023-01-15,40.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,"2 Teller vom Buffet, 2 Tagessalat"
1099526390387,24648-12926-3,16,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Kaffee
1099526390422,24648-12927-3,16,2023-01-15,4.0,,CHF,7.7,2023-01-15,Processed,Credit,,Cash,1 Kaffee
