REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526516216,24648-13216-2,16,2023-01-28,600.0,,CHF,,2023-01-28,Processed,Credit,,Cash,CASH_INIT
1099526516217,30954-4029-2,15,2023-01-28,500.0,,CHF,,2023-01-28,Processed,Credit,,Cash,CASH_INIT
1099526516218,24647-13757-2,18,2023-01-28,600.0,,CHF,,2023-01-28,Processed,Credit,,Cash,CASH_INIT
1099526516219,30954-4030-4,15,2023-01-28,20.0,,CHF,7.7,2023-01-28,Processed,Credit,1652-9000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 PET Flasche"
1099526516220,30954-4031-4,15,2023-01-28,7.0,,CHF,7.7,2023-01-28,Processed,Credit,1556-171000000,Cashless Prepaid,"1 Gipfel, 2 Kaffee"
1099526516252,30954-4032-4,15,2023-01-28,20.0,,CHF,7.7,2023-01-28,Processed,Credit,1554-32000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 PET Flasche"
1099526516265,24647-13758-2,18,2023-01-28,50.0,,CHF,,2023-01-28,Processed,Credit,,Cash,LOAD ENCASH
1099526516265,24647-13758-3,18,2023-01-28,50.0,,CHF,,2023-01-28,Processed,Debit,1807-1000000,Cashless Prepaid,LOAD LOAD
1099526516266,24647-13759-4,18,2023-01-28,2.5,,CHF,7.7,2023-01-28,Processed,Credit,1807-2000000,Cashless Prepaid,1 Kaffee
1099526516267,24647-13760-4,18,2023-01-28,2.5,,CHF,7.7,2023-01-28,Processed,Credit,1807-3000000,Cashless Prepaid,1 Kaffee
1099526516302,24647-13761-3,18,2023-01-28,14.0,,CHF,7.7,2023-01-28,Processed,Credit,1610-40000000,Cashless Prepaid,1 Küche offen
1099526516303,30954-4033-3,15,2023-01-28,6.0,,CHF,7.7,2023-01-28,Processed,Credit,57280548140,Credit/Debit,"1 Snack II, 1 0.25dl Red Bull"
1099526516304,30954-4034-3,15,2023-01-28,8.0,,CHF,7.7,2023-01-28,Processed,Credit,59780548140,Credit/Debit,"2 Snack II, 1 Kaffee"
1099526516305,30954-4035-3,15,2023-01-28,2.0,,CHF,7.7,2023-01-28,Processed,Credit,,Cash,1 Snack II
1099526516306,30954-4036-3,15,2023-01-28,4.0,,CHF,7.7,2023-01-28,Processed,Credit,69070072340,Credit/Debit,1 0.25dl Red Bull
1099526516307,30954-4037-3,15,2023-01-28,4.0,,CHF,7.7,2023-01-28,Processed,Credit,,Cash,1 Milchkaffee
1099526516308,30954-4038-3,15,2023-01-28,6.0,,CHF,7.7,2023-01-28,Processed,Credit,,Cash,"1 PET Flasche, 1 Snack II"
