REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526016040,24648-12119-2,16,2022-11-21,300.0,,CHF,,2022-11-21,Processed,Credit,,Cash,CASH_INIT
1099526016091,30954-1291-2,15,2022-11-21,500.0,,CHF,,2022-11-21,Processed,Credit,,Cash,CASH_INIT
1099526016093,30954-1292-4,15,2022-11-21,2.5,,CHF,7.7,2022-11-21,Processed,Credit,1539-111000000,Cashless Prepaid,1 Kaffee
1099526016153,30954-1293-2,15,2022-11-21,50.0,,CHF,,2022-11-21,Processed,Credit,,Cash,LOAD ENCASH
1099526016153,30954-1293-3,15,2022-11-21,50.0,,CHF,,2022-11-21,Processed,Debit,1538-105000000,Cashless Prepaid,LOAD LOAD
1099526016155,30954-1294-4,15,2022-11-21,15.0,,CHF,7.7,2022-11-21,Processed,Credit,1538-106000000,Cashless Prepaid,1 Mittagscombo
1099526016270,30954-1295-3,15,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,68016091120,Credit/Debit,1 Kaffee
1099526016311,30954-1296-3,15,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,27149835120,Credit/Debit,1 Kaffee
1099526016319,24648-12120-3,16,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,50197808910,Credit/Debit,1 Kaffee
1099526016325,30954-1297-3,15,2022-11-21,5.5,,CHF,7.7,2022-11-21,Processed,Credit,50427317910,Credit/Debit,"1 Mandel / Nuss Gipfel, 1 Gipfel"
1099526016327,24648-12121-3,16,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,64846091120,Credit/Debit,1 Kaffee
1099526016349,30954-1299-3,15,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,,Cash,1 Schokolade/Ovi
1099526016358,30954-1300-3,15,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,61676091120,Credit/Debit,1 Espresso
1099526016362,30954-1301-3,15,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,36430787120,Credit/Debit,1 Espresso
1099526016366,30954-1302-3,15,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,52830787120,Credit/Debit,1 Kaffee
1099526016376,24648-12122-3,16,2022-11-21,4.0,,CHF,7.7,2022-11-21,Processed,Credit,,Cash,1 Kaffee
1099526016581,30954-1303-4,15,2022-11-21,2.5,,CHF,7.7,2022-11-21,Processed,Credit,1502-570000000,Cashless Prepaid,1 Kaffee
