REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526504348,30954-3990-2,15,2023-01-27,500.0,,CHF,,2023-01-27,Processed,Credit,,Cash,CASH_INIT
1099526504349,24648-13193-2,16,2023-01-27,600.0,,CHF,,2023-01-27,Processed,Credit,,Cash,CASH_INIT
1099526504371,30954-3991-4,15,2023-01-27,7.5,,CHF,7.7,2023-01-27,Processed,Credit,1585-18000000,Cashless Prepaid,3 Kaffee
1099526504372,30954-3992-4,15,2023-01-27,20.0,,CHF,7.7,2023-01-27,Processed,Credit,1568-63000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 PET Flasche"
1099526504373,24648-13194-3,16,2023-01-27,6.5,,CHF,7.7,2023-01-27,Processed,Credit,,Cash,"1 Gipfel, 1 Cappuccino"
1099526504377,24648-13195-3,16,2023-01-27,12.0,,CHF,7.7,2023-01-27,Processed,Credit,,Cash,3 Kaffee
1099526504391,24648-13196-3,16,2023-01-27,4.5,,CHF,7.7,2023-01-27,Processed,Credit,44555528240,Credit/Debit,1 Cappuccino
1099526504398,30954-3993-4,15,2023-01-27,15.0,,CHF,7.7,2023-01-27,Processed,Credit,1526-784000000,Cashless Prepaid,1 Mittagscombo
1099526504399,30954-3994-4,15,2023-01-27,20.0,,CHF,7.7,2023-01-27,Processed,Credit,1529-168000000,Cashless Prepaid,"1 Mittagscombo, 2 Kaffee"
1099526504406,30954-3995-4,15,2023-01-27,2.5,,CHF,7.7,2023-01-27,Processed,Credit,1518-462000000,Cashless Prepaid,1 Kaffee
1099526504407,30954-3996-4,15,2023-01-27,22.5,,CHF,7.7,2023-01-27,Processed,Credit,1556-170000000,Cashless Prepaid,"1 Mittagscombo, 3 Kaffee"
1099526504408,30954-3997-4,15,2023-01-27,17.5,,CHF,7.7,2023-01-27,Processed,Credit,1503-699000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526504409,30954-3998-4,15,2023-01-27,17.5,,CHF,7.7,2023-01-27,Processed,Credit,1507-589000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526504410,30954-3999-4,15,2023-01-27,17.5,,CHF,7.7,2023-01-27,Processed,Credit,1502-611000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526504411,30954-4000-4,15,2023-01-27,2.5,,CHF,7.7,2023-01-27,Processed,Credit,1504-218000000,Cashless Prepaid,1 Kaffee
1099526504414,30954-4003-2,15,2023-01-27,80.0,,CHF,,2023-01-27,Processed,Credit,48223914399,Credit/Debit,LOAD ENCASH
1099526504414,30954-4003-3,15,2023-01-27,80.0,,CHF,,2023-01-27,Processed,Debit,1513-432000000,Cashless Prepaid,LOAD LOAD
1099526504415,30954-4004-4,15,2023-01-27,5.0,,CHF,7.7,2023-01-27,Processed,Credit,1576-499000000,Cashless Prepaid,"1 Butterbrezel, 1 Kaffee"
1099526504419,30954-4005-4,15,2023-01-27,22.5,,CHF,7.7,2023-01-27,Processed,Credit,1522-466000000,Cashless Prepaid,"3 Kaffee, 1 Mittagscombo"
1099526504420,30954-4006-4,15,2023-01-27,17.5,,CHF,7.7,2023-01-27,Processed,Credit,1561-461000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526504421,24648-13197-4,16,2023-01-27,7.0,,CHF,7.7,2023-01-27,Processed,Credit,1606-51000000,Cashless Prepaid,"1 PET Flasche, 1 Personal Getränke, 1 Snack II"
1099526504437,24648-13198-3,16,2023-01-27,8.0,,CHF,7.7,2023-01-27,Processed,Credit,99450628240,Credit/Debit,2 Kaffee
1099526504438,24648-13199-3,16,2023-01-27,6.5,,CHF,7.7,2023-01-27,Processed,Credit,97786135240,Credit/Debit,"1 Snack II, 1 Cappuccino"
1099526504439,24648-13200-3,16,2023-01-27,4.0,,CHF,7.7,2023-01-27,Processed,Credit,,Cash,1 Kaffee
1099526504440,24648-13201-3,16,2023-01-27,24.0,,CHF,7.7,2023-01-27,Processed,Credit,,Cash,"1 PET Flasche, 4 Kaffee, 2 Snack II"
1099526504448,30954-4007-3,15,2023-01-27,15.5,,CHF,7.7,2023-01-27,Processed,Credit,74269582240,Credit/Debit,1 Teller vom Buffet
1099526504462,30954-4008-3,15,2023-01-27,16.0,,CHF,7.7,2023-01-27,Processed,Credit,96951235240,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526504607,30954-4009-4,15,2023-01-27,5.0,,CHF,7.7,2023-01-27,Processed,Credit,1654-16000000,Cashless Prepaid,2 Kaffee
1099526504611,30954-4010-4,15,2023-01-27,15.0,,CHF,7.7,2023-01-27,Processed,Credit,1573-150000000,Cashless Prepaid,1 Mittagscombo
1099526504633,30954-4011-2,15,2023-01-27,150.0,,CHF,,2023-01-27,Processed,Credit,78660712340,Credit/Debit,LOAD ENCASH
1099526504633,30954-4011-3,15,2023-01-27,150.0,,CHF,,2023-01-27,Processed,Debit,1585-19000000,Cashless Prepaid,LOAD LOAD
1099526504634,30954-4012-4,15,2023-01-27,15.0,,CHF,7.7,2023-01-27,Processed,Credit,1585-20000000,Cashless Prepaid,1 Mittagscombo
1099526504635,30954-4013-4,15,2023-01-27,15.0,,CHF,7.7,2023-01-27,Processed,Credit,1530-547000000,Cashless Prepaid,1 Mittagscombo
1099526504655,30954-4014-3,15,2023-01-27,17.0,,CHF,7.7,2023-01-27,Processed,Credit,51724682240,Credit/Debit,"1 Kaffee, 1 PET Flasche, 1 Salatbowle "
1099526504656,30954-4015-3,15,2023-01-27,26.0,,CHF,7.7,2023-01-27,Processed,Credit,65209080240,Credit/Debit,1 Mittagscombo
1099526504657,30954-4016-3,15,2023-01-27,23.5,,CHF,7.7,2023-01-27,Processed,Credit,60953583240,Credit/Debit,"1 Salatbowle , 1 PET Flasche, 1 Snack II, 1 Tag..."
1099526504698,30954-4017-3,15,2023-01-27,16.0,,CHF,7.7,2023-01-27,Processed,Credit,29623712340,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526504699,30954-4018-3,15,2023-01-27,16.0,,CHF,7.7,2023-01-27,Processed,Credit,92741976240,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526504771,24648-13202-3,16,2023-01-27,26.0,,CHF,7.7,2023-01-27,Processed,Credit,71269827240,Credit/Debit,1 Mittagscombo
1099526504772,24648-13203-3,16,2023-01-27,28.0,,CHF,7.7,2023-01-27,Processed,Credit,72776830240,Credit/Debit,"1 Snack II, 1 Mittagscombo"
1099526504773,24648-13204-3,16,2023-01-27,30.0,,CHF,7.7,2023-01-27,Processed,Credit,61779827240,Credit/Debit,"1 Kaffee, 1 Mittagscombo"
1099526504774,24648-13205-3,16,2023-01-27,34.0,,CHF,7.7,2023-01-27,Processed,Credit,78395297140,Credit/Debit,"2 Snack II, 1 Kaffee, 1 Mittagscombo"
1099526504775,24648-13206-3,16,2023-01-27,30.0,,CHF,7.7,2023-01-27,Processed,Credit,45148332240,Credit/Debit,"1 Kaffee, 1 Mittagscombo"
1099526504777,24648-13208-4,16,2023-01-27,4.5,,CHF,7.7,2023-01-27,Processed,Credit,1592-88000000,Cashless Prepaid,"1 PET Flasche, 1 Gipfel"
1099526504778,24648-13209-2,16,2023-01-27,200.0,,CHF,,2023-01-27,Processed,Credit,36499827240,Credit/Debit,LOAD ENCASH
1099526504778,24648-13209-3,16,2023-01-27,200.0,,CHF,,2023-01-27,Processed,Debit,1588-269000000,Cashless Prepaid,LOAD LOAD
1099526504779,24648-13210-4,16,2023-01-27,15.0,,CHF,7.7,2023-01-27,Processed,Credit,1588-270000000,Cashless Prepaid,1 Mittagscombo
1099526504813,30954-4019-3,15,2023-01-27,2.0,,CHF,7.7,2023-01-27,Processed,Credit,,Cash,1 Snack II
1099526504814,30954-4020-3,15,2023-01-27,6.0,,CHF,7.7,2023-01-27,Processed,Credit,66016529240,Credit/Debit,"1 Snack II, 1 PET Flasche"
1099526504815,30954-4021-4,15,2023-01-27,7.0,,CHF,7.7,2023-01-27,Processed,Credit,1530-548000000,Cashless Prepaid,"1 Snack II, 2 Espresso"
1099526504816,30954-4022-3,15,2023-01-27,4.5,,CHF,7.7,2023-01-27,Processed,Credit,55728378240,Credit/Debit,1 Cappuccino
1099526504817,30954-4023-3,15,2023-01-27,4.0,,CHF,7.7,2023-01-27,Processed,Credit,37785712340,Credit/Debit,1 Kaffee
1099526504818,30954-4024-3,15,2023-01-27,9.0,,CHF,7.7,2023-01-27,Processed,Credit,48747180240,Credit/Debit,"1 Kaffee, 1 Latte Machiato"
1099526504819,30954-4025-3,15,2023-01-27,9.0,,CHF,7.7,2023-01-27,Processed,Credit,61606712340,Credit/Debit,"1 Latte Machiato, 2 Snack II"
1099526504820,30954-4026-3,15,2023-01-27,4.0,,CHF,7.7,2023-01-27,Processed,Credit,30097297140,Credit/Debit,1 0.25dl Red Bull
1099526504821,30954-4027-3,15,2023-01-27,6.0,,CHF,7.7,2023-01-27,Processed,Credit,42249031240,Credit/Debit,"1 Snack II, 1 Kaffee"
1099526504822,24648-13211-4,16,2023-01-27,20.0,,CHF,7.7,2023-01-27,Processed,Credit,1589-291000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526504824,24648-13213-2,16,2023-01-27,50.0,,CHF,,2023-01-27,Processed,Credit,,Cash,LOAD ENCASH
1099526504824,24648-13213-3,16,2023-01-27,50.0,,CHF,,2023-01-27,Processed,Debit,1577-173000000,Cashless Prepaid,LOAD LOAD
1099526504825,24648-13214-4,16,2023-01-27,30.0,,CHF,7.7,2023-01-27,Processed,Credit,1577-174000000,Cashless Prepaid,2 Mittagscombo
1099526504826,24648-13215-2,16,2023-01-27,96.5,,CHF,,2023-01-27,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
1099526504827,30954-4028-2,15,2023-01-27,2.0,,CHF,,2023-01-27,Processed,Debit,,Cash,CASH_WITHDRAW Post/Bank
