REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526254059,30954-2965-2,15,2023-01-04,500.0,,CHF,,2023-01-04,Processed,Credit,,Cash,CASH_INIT
1099526254060,24648-12720-2,16,2023-01-04,600.0,,CHF,,2023-01-04,Processed,Credit,,Cash,CASH_INIT
1099526254061,24647-13429-2,18,2023-01-04,600.0,,CHF,,2023-01-04,Processed,Credit,,Cash,CASH_INIT
1099526254262,30954-2967-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1585-16000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526254275,30954-2968-4,15,2023-01-04,20.0,,CHF,7.7,2023-01-04,Processed,Credit,1557-105000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 PET Flasche"
1099526254276,24647-13430-3,18,2023-01-04,4.0,,CHF,7.7,2023-01-04,Processed,Credit,74128362399,Credit/Debit,1 Kaffee
1099526254278,24647-13431-3,18,2023-01-04,4.0,,CHF,7.7,2023-01-04,Processed,Credit,26128362399,Credit/Debit,1 Kaffee
1099526254289,24647-13432-4,18,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1616-204000000,Cashless Prepaid,1 Kaffee
1099526254291,24647-13433-2,18,2023-01-04,10.0,,CHF,,2023-01-04,Processed,Credit,,Cash,LOAD ENCASH
1099526254291,24647-13433-3,18,2023-01-04,10.0,,CHF,,2023-01-04,Processed,Debit,1633-157000000,Cashless Prepaid,LOAD LOAD
1099526254292,30954-2970-4,15,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1576-486000000,Cashless Prepaid,1 Kaffee
1099526254293,30954-2971-4,15,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1504-201000000,Cashless Prepaid,1 Kaffee
1099526254296,30954-2974-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1522-446000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526254297,30954-2975-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1503-685000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526254298,30954-2976-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1573-134000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526254299,30954-2977-2,15,2023-01-04,20.0,,CHF,,2023-01-04,Processed,Credit,,Cash,LOAD ENCASH
1099526254299,30954-2977-3,15,2023-01-04,20.0,,CHF,,2023-01-04,Processed,Debit,1525-264000000,Cashless Prepaid,LOAD LOAD
1099526254300,30954-2978-4,15,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1525-265000000,Cashless Prepaid,1 Kaffee
1099526254301,30954-2979-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1521-348000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526254302,30954-2980-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1560-666000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526254303,30954-2981-4,15,2023-01-04,4.5,,CHF,7.7,2023-01-04,Processed,Credit,1508-514000000,Cashless Prepaid,"1 Snack II, 1 Kaffee"
1099526254304,30954-2982-4,15,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1502-595000000,Cashless Prepaid,1 Kaffee
1099526254305,30954-2983-4,15,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1507-581000000,Cashless Prepaid,1 Kaffee
1099526254306,30954-2984-4,15,2023-01-04,4.5,,CHF,7.7,2023-01-04,Processed,Credit,1512-305000000,Cashless Prepaid,"1 Gipfel, 1 Kaffee"
1099526254307,24648-12721-3,16,2023-01-04,4.5,,CHF,7.7,2023-01-04,Processed,Credit,,Cash,"1 Personal Getränke, 1 Snack II"
1099526254308,30954-2985-4,15,2023-01-04,17.5,,CHF,7.7,2023-01-04,Processed,Credit,1563-595000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526254309,24648-12722-3,16,2023-01-04,4.5,,CHF,7.7,2023-01-04,Processed,Credit,,Cash,"1 Personal Kaffee, 1 Snack II"
1099526254310,30954-2986-4,15,2023-01-04,19.5,,CHF,7.7,2023-01-04,Processed,Credit,1561-446000000,Cashless Prepaid,"1 Snack II, 1 Kaffee, 1 Mittagscombo"
1099526254311,24648-12723-4,16,2023-01-04,2.5,,CHF,7.7,2023-01-04,Processed,Credit,1605-14000000,Cashless Prepaid,1 Cappuccino
1099526254312,24648-12724-3,16,2023-01-04,4.5,,CHF,7.7,2023-01-04,Processed,Credit,1588-251000000,Cashless Prepaid,"1 Snack II, 1 Personal Getränke"
