REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526304117,24648-12801-2,16,2023-01-08,600.0,,CHF,,2023-01-08,Processed,Credit,,Cash,CASH_INIT
1099526304190,30954-3155-2,15,2023-01-08,500.0,,CHF,,2023-01-08,Processed,Credit,,Cash,CASH_INIT
1099526304193,30954-3156-4,15,2023-01-08,20.0,,CHF,7.7,2023-01-08,Processed,Credit,1652-3000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526304237,30954-3157-3,15,2023-01-08,4.5,,CHF,7.7,2023-01-08,Processed,Credit,76325192620,Credit/Debit,1 Cappuccino
1099526304411,24647-13489-2,18,2023-01-08,600.0,,CHF,,2023-01-08,Processed,Credit,,Cash,CASH_INIT
1099526304541,24647-13490-2,18,2023-01-08,160.0,,CHF,,2023-01-08,Processed,Credit,,Cash,LOAD ENCASH
1099526304541,24647-13490-3,18,2023-01-08,160.0,,CHF,,2023-01-08,Processed,Debit,1804-15000000,Cashless Prepaid,LOAD LOAD
1099526304576,24647-13491-4,18,2023-01-08,15.0,,CHF,7.7,2023-01-08,Processed,Credit,1804-16000000,Cashless Prepaid,1 Mittagscombo
1099526304582,24647-13492-4,18,2023-01-08,2.5,,CHF,7.7,2023-01-08,Processed,Credit,1804-17000000,Cashless Prepaid,1 Latte Machiato
1099526304590,30954-3158-3,15,2023-01-08,9.0,,CHF,7.7,2023-01-08,Processed,Credit,5605489976,Credit/Debit,2 Cappuccino
1099526304593,30954-3159-4,15,2023-01-08,5.0,,CHF,7.7,2023-01-08,Processed,Credit,1538-115000000,Cashless Prepaid,2 Espresso
1099526304605,30954-3161-2,15,2023-01-08,100.0,,CHF,,2023-01-08,Processed,Credit,58327982399,Credit/Debit,LOAD ENCASH
1099526304605,30954-3161-3,15,2023-01-08,100.0,,CHF,,2023-01-08,Processed,Debit,1565-147000000,Cashless Prepaid,LOAD LOAD
1099526304607,30954-3162-4,15,2023-01-08,30.0,,CHF,7.7,2023-01-08,Processed,Credit,1565-148000000,Cashless Prepaid,"6 Kaffee, 1 Mittagscombo"
1099526304735,30954-3163-2,15,2023-01-08,15.0,,CHF,,2023-01-08,Processed,Credit,,Cash,LOAD ENCASH
1099526304735,30954-3163-3,15,2023-01-08,15.0,,CHF,,2023-01-08,Processed,Debit,1539-112000000,Cashless Prepaid,LOAD LOAD
1099526304737,30954-3164-4,15,2023-01-08,15.0,,CHF,7.7,2023-01-08,Processed,Credit,1539-113000000,Cashless Prepaid,1 Mittagscombo
1099526304804,30954-3165-3,15,2023-01-08,4.5,,CHF,7.7,2023-01-08,Processed,Credit,38270610720,Credit/Debit,1 Cappuccino
1099526304809,30954-3166-3,15,2023-01-08,4.5,,CHF,7.7,2023-01-08,Processed,Credit,65370610720,Credit/Debit,1 Cappuccino
1099526304883,30954-3168-3,15,2023-01-08,4.0,,CHF,7.7,2023-01-08,Processed,Credit,,Cash,1 PET Flasche
1099526305006,24647-13493-3,18,2023-01-08,4.5,,CHF,7.7,2023-01-08,Processed,Credit,55062888520,Credit/Debit,1 Cappuccino
1099526305009,24647-13494-3,18,2023-01-08,4.0,,CHF,7.7,2023-01-08,Processed,Credit,50972303100,Credit/Debit,1 Espresso
1099526305011,24647-13495-3,18,2023-01-08,4.5,,CHF,7.7,2023-01-08,Processed,Credit,,Cash,1 Cappuccino
1099526305025,24647-13496-3,18,2023-01-08,4.0,,CHF,7.7,2023-01-08,Processed,Credit,27472888520,Credit/Debit,1 Kaffee
1099526305209,24648-12802-3,16,2023-01-08,6.0,,CHF,7.7,2023-01-08,Processed,Credit,,Cash,"1 Snack II, 1 Kaffee"
1099526305211,24648-12803-3,16,2023-01-08,4.0,,CHF,7.7,2023-01-08,Processed,Credit,,Cash,1 0.25dl Red Bull
1099526305214,24648-12804-3,16,2023-01-08,6.0,,CHF,7.7,2023-01-08,Processed,Credit,20304888520,Credit/Debit,"1 PET Flasche, 1 Snack II"
1099526305224,24648-12805-3,16,2023-01-08,6.0,,CHF,7.7,2023-01-08,Processed,Credit,,Cash,"1 Snack II, 1 Kaffee"
1099526305228,30954-3169-4,15,2023-01-08,7.5,,CHF,7.7,2023-01-08,Processed,Credit,1517-56000000,Cashless Prepaid,3 Kaffee
