REFERENCE_DOCUMENT,PAYMENT_NUMBER,COSTCENTER,EFFECTIVE_DATE,AMOUNT,ACCOUNT_NUMBER,CURRISO,VAT,CREATED_DATE,PAYMENT_STATUS,PAYMENT_DIR,ZZNUM_TRANSACTION,ZZPAYMENT_TYPE_METHOD,ITEM_TEXT
1099526407486,24648-12935-2,16,2023-01-16,600.0,,CHF,,2023-01-16,Processed,Credit,,Cash,CASH_INIT
1099526407599,24647-13578-2,18,2023-01-16,600.0,,CHF,,2023-01-16,Processed,Credit,,Cash,CASH_INIT
1099526407717,24648-12936-3,16,2023-01-16,11.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,"3 Snack II, 1 Personal Kaffee, 1 Personal Geträ..."
1099526407926,30954-3563-2,15,2023-01-16,500.0,,CHF,,2023-01-16,Processed,Credit,,Cash,CASH_INIT
1099526407934,30954-3565-2,15,2023-01-16,100.0,,CHF,,2023-01-16,Processed,Credit,32138456200,Credit/Debit,LOAD ENCASH
1099526407934,30954-3565-3,15,2023-01-16,100.0,,CHF,,2023-01-16,Processed,Debit,1554-29000000,Cashless Prepaid,LOAD LOAD
1099526407953,30954-3566-4,15,2023-01-16,20.0,,CHF,7.7,2023-01-16,Processed,Credit,1554-30000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526407993,24648-12937-3,16,2023-01-16,6.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,"1 Snack II, 1 Schokolade/Ovi"
1099526408414,30954-3567-4,15,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,1646-4000000,Cashless Prepaid,1 Mittagscombo
1099526409023,24648-12938-4,16,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,1639-13000000,Cashless Prepaid,1 Mittagscombo
1099526409528,24647-13579-3,18,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 Kaffee
1099526409652,30954-3568-3,15,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 Kaffee
1099526410075,30954-3570-4,15,2023-01-16,17.5,,CHF,7.7,2023-01-16,Processed,Credit,1503-690000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526410088,30954-3571-4,15,2023-01-16,17.5,,CHF,7.7,2023-01-16,Processed,Credit,1560-675000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526410096,30954-3572-4,15,2023-01-16,2.5,,CHF,7.7,2023-01-16,Processed,Credit,1508-521000000,Cashless Prepaid,1 Kaffee
1099526410112,30954-3573-4,15,2023-01-16,2.5,,CHF,7.7,2023-01-16,Processed,Credit,1576-493000000,Cashless Prepaid,1 Kaffee
1099526410114,30954-3574-4,15,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,1536-147000000,Cashless Prepaid,1 Mittagscombo
1099526410117,30954-3575-4,15,2023-01-16,2.5,,CHF,7.7,2023-01-16,Processed,Credit,1505-439000000,Cashless Prepaid,1 Kaffee
1099526410120,30954-3576-4,15,2023-01-16,17.5,,CHF,7.7,2023-01-16,Processed,Credit,1526-776000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo"
1099526410129,30954-3577-4,15,2023-01-16,5.0,,CHF,7.7,2023-01-16,Processed,Credit,1573-142000000,Cashless Prepaid,2 Kaffee
1099526410137,30954-3579-2,15,2023-01-16,200.0,,CHF,,2023-01-16,Processed,Credit,47839829520,Credit/Debit,LOAD ENCASH
1099526410137,30954-3579-3,15,2023-01-16,200.0,,CHF,,2023-01-16,Processed,Debit,1504-208000000,Cashless Prepaid,LOAD LOAD
1099526410140,30954-3581-4,15,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,1504-209000000,Cashless Prepaid,1 Mittagscombo
1099526410149,30954-3584-4,15,2023-01-16,2.5,,CHF,7.7,2023-01-16,Processed,Credit,1525-271000000,Cashless Prepaid,1 Kaffee
1099526410152,30954-3585-4,15,2023-01-16,21.0,,CHF,7.7,2023-01-16,Processed,Credit,1522-457000000,Cashless Prepaid,"1 Kaffee, 1 Mandel / Nuss Gipfel, 1 Mittagscombo"
1099526410225,30954-3586-4,15,2023-01-16,5.0,,CHF,7.7,2023-01-16,Processed,Credit,1518-451000000,Cashless Prepaid,2 Kaffee
1099526410252,30954-3587-4,15,2023-01-16,17.5,,CHF,7.7,2023-01-16,Processed,Credit,1563-608000000,Cashless Prepaid,"1 Mittagscombo, 1 Kaffee"
1099526410371,24648-12939-3,16,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 Kaffee
1099526410710,30954-3588-3,15,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,65036674100,Credit/Debit,1 Espresso
1099526410713,30954-3589-3,15,2023-01-16,6.5,,CHF,7.7,2023-01-16,Processed,Credit,5612472126,Credit/Debit,"1 Butterbrezel, 1 Kaffee"
1099526410720,30954-3590-3,15,2023-01-16,6.0,,CHF,7.7,2023-01-16,Processed,Credit,66259143399,Credit/Debit,"1 PET Flasche, 1 Gipfel"
1099526410757,24648-12940-3,16,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 Schokolade/Ovi
1099526410807,24648-12941-3,16,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 0.25dl Red Bull
1099526410826,30954-3591-3,15,2023-01-16,2.0,,CHF,7.7,2023-01-16,Processed,Credit,96502788000,Credit/Debit,1 Gipfel
1099526411186,24648-12942-3,16,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 Kaffee
1099526411964,30954-3592-3,15,2023-01-16,16.0,,CHF,7.7,2023-01-16,Processed,Credit,10711336720,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526411967,30954-3593-3,15,2023-01-16,16.0,,CHF,7.7,2023-01-16,Processed,Credit,65709607100,Credit/Debit,"1 Tagesteller ( Stammgäste ) "
1099526413088,24648-12944-2,16,2023-01-16,20.0,,CHF,,2023-01-16,Processed,Credit,5612652384,Credit/Debit,LOAD ENCASH
1099526413088,24648-12944-3,16,2023-01-16,20.0,,CHF,,2023-01-16,Processed,Debit,1604-14000000,Cashless Prepaid,LOAD LOAD
1099526413105,24648-12945-4,16,2023-01-16,18.5,,CHF,7.7,2023-01-16,Processed,Credit,1604-15000000,Cashless Prepaid,"1 PET Flasche, 1 Tagesteller ( Stammgäste ) "
1099526413803,30954-3594-4,15,2023-01-16,20.0,,CHF,7.7,2023-01-16,Processed,Credit,1510-128000000,Cashless Prepaid,"2 Kaffee, 1 Mittagscombo"
1099526413809,30954-3595-4,15,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,1552-409000000,Cashless Prepaid,1 Mittagscombo
1099526414197,30954-3596-3,15,2023-01-16,19.5,,CHF,7.7,2023-01-16,Processed,Credit,33675707100,Credit/Debit,"1 Teller vom Buffet, 1 PET Flasche"
1099526414234,30954-3597-3,15,2023-01-16,26.0,,CHF,7.7,2023-01-16,Processed,Credit,43285707100,Credit/Debit,1 Mittagscombo
1099526414276,24648-12946-4,16,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,1593-356000000,Cashless Prepaid,1 Mittagscombo
1099526414283,24648-12947-3,16,2023-01-16,20.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,"1 PET Flasche, 1 Tagesteller ( Stammgäste ) "
1099526414328,24647-13580-3,18,2023-01-16,20.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,"1 Tagesteller ( Stammgäste ) , 1 Kaffee"
1099526414335,24647-13581-3,18,2023-01-16,20.0,,CHF,7.7,2023-01-16,Processed,Credit,46415723100,Credit/Debit,"1 Kaffee, 1 Tagesteller ( Stammgäste ) "
1099526414349,24647-13582-3,18,2023-01-16,4.5,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,1 Cappuccino
1099526414350,24648-12948-4,16,2023-01-16,19.5,,CHF,7.7,2023-01-16,Processed,Credit,1588-260000000,Cashless Prepaid,"1 Kaffee, 1 Mittagscombo, 1 Snack II"
1099526414351,30954-3598-3,15,2023-01-16,26.0,,CHF,7.7,2023-01-16,Processed,Credit,52156707100,Credit/Debit,1 Mittagscombo
1099526414465,30954-3599-3,15,2023-01-16,40.0,,CHF,7.7,2023-01-16,Processed,Credit,,Cash,2 Militär Normal
1099526414472,30954-3600-3,15,2023-01-16,15.0,,CHF,7.7,2023-01-16,Processed,Credit,37922286720,Credit/Debit,1 Küche offen
1099526415879,30954-3601-3,15,2023-01-16,4.0,,CHF,7.7,2023-01-16,Processed,Credit,49202807100,Credit/Debit,1 Kaffee
1099526415895,24648-12949-3,16,2023-01-16,20.0,,CHF,7.7,2023-01-16,Processed,Credit,72660874100,Credit/Debit,"1 PET Flasche, 1 Tagesteller ( Stammgäste ) "
1099526415918,24647-13583-2,18,2023-01-16,28.5,,CHF,,2023-01-16,Processed,Debit,,Cash,CASH_WITHDRAW Abschöpfen
