"id";"parentLogId";"desc";"createDate";"updateStatusDate";"status"
"22207749";"20815785";"Elastic Search Cache Remove";"31.01.2024 00:00:00";"2024-01-31";"Success"
"22207751";"22207750";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"22206472";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"22203382";"20815787";"Send Portfolio Changes To NIP Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Partial Success"
"22208635";"20815786";"Combined Evaluation Release - Initiator";"31.01.2024 00:00:00";"2024-01-31";"Success"
"22207750";"20815784";"ES Incremental Coordinator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"22207752";"22207750";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:00:30";"2024-01-31";"Success"
"22122523";;"Performance Information Purge Job";"31.01.2024 00:00:30";"2024-01-31";"Success"
"22207754";"22207750";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:01:00";"2024-01-31";"Success"
"22207753";"20815780";"Performance Information Purge Job";"31.01.2024 00:01:00";"2024-01-31";"Success"
"22207755";"22207750";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:01:30";"2024-01-31";"Success"
"22207756";"22207750";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:02:00";"2024-01-31";"Success"
"22207757";"22207750";"ES incremental delete";"31.01.2024 00:02:30";"2024-01-31";"Success"
"22203384";"22203383";"Send Portfolio Changes To NIP Worker Job";"31.01.2024 00:03:13";"2024-01-31";"Partial Success"
"22203383";"22203382";"Send Portfolio Changes To NIP Monitoring Job";"31.01.2024 00:03:13";"2024-01-31";"Partial Success"
"22203387";"22203383";"Send Portfolio Changes To NIP Worker Job";"31.01.2024 00:03:14";"2024-01-31";"Partial Success"
"22203386";"22203383";"Send Portfolio Changes To NIP Worker Job";"31.01.2024 00:03:14";"2024-01-31";"Partial Success"
"22203385";"22203383";"Send Portfolio Changes To NIP Worker Job";"31.01.2024 00:03:14";"2024-01-31";"Success"
"22203388";"22203383";"Send Portfolio Changes To NIP Worker Job";"31.01.2024 00:03:14";"2024-01-31";"Partial Success"
"22207758";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:05:00";"2024-01-31";"Success"
"22208636";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:10:00";"2024-01-31";"Success"
"22207759";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:15:00";"2024-01-31";"Success"
"22206473";"20815785";"Elastic Search Cache Remove";"31.01.2024 00:15:00";"2024-01-31";"Success"
"22203389";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:20:00";"2024-01-31";"Success"
"22208637";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:25:00";"2024-01-31";"Success"
"22207760";"20815784";"ES Incremental Coordinator Job";"31.01.2024 00:30:00";"2024-01-31";"Success"
"22208638";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:30:00";"2024-01-31";"Success"
"22206474";"20815785";"Elastic Search Cache Remove";"31.01.2024 00:30:00";"2024-01-31";"Success"
"22203390";"20815786";"Combined Evaluation Release - Initiator";"31.01.2024 00:30:00";"2024-01-31";"Success"
"22207761";"22207760";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:30:01";"2024-01-31";"Success"
"22207762";"22207760";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:30:31";"2024-01-31";"Success"
"22207763";"20815781";"Batch Statistics Gathering Job";"31.01.2024 00:31:00";"2024-01-31";"Success"
"22207764";"22207760";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:31:01";"2024-01-31";"Success"
"22207765";"22207760";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:31:31";"2024-01-31";"Success"
"22207766";"22207760";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:32:01";"2024-01-31";"Success"
"22207767";"22207760";"ES incremental delete";"31.01.2024 00:32:32";"2024-01-31";"Success"
"22203391";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:35:00";"2024-01-31";"Success"
"22206475";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:40:00";"2024-01-31";"Success"
"22203392";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:45:00";"2024-01-31";"Success"
"22208639";"20815785";"Elastic Search Cache Remove";"31.01.2024 00:45:00";"2024-01-31";"Success"
"22207768";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:50:00";"2024-01-31";"Success"
"22207769";"20815790";"External Partner Upload Initiator Job";"31.01.2024 00:55:00";"2024-01-31";"Success"
"22203393";"20815786";"Combined Evaluation Release - Initiator";"31.01.2024 01:00:00";"2024-01-31";"Success"
"22207770";"20815784";"ES Incremental Coordinator Job";"31.01.2024 01:00:00";"2024-01-31";"Success"
"22207771";"22207770";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:00:00";"2024-01-31";"Success"
"22208640";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:00:00";"2024-01-31";"Success"
"22206476";"20815785";"Elastic Search Cache Remove";"31.01.2024 01:00:00";"2024-01-31";"Success"
"22207772";"22207770";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:00:30";"2024-01-31";"Success"
"22207773";"22207770";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:01:00";"2024-01-31";"Success"
"22207774";"22207770";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:01:31";"2024-01-31";"Success"
"22207775";"22207770";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:02:01";"2024-01-31";"Success"
"22207776";"22207770";"ES incremental delete";"31.01.2024 01:02:31";"2024-01-31";"Success"
"22122524";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:28";"2024-01-31";"Success"
"22122525";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:30";"2024-01-31";"Success"
"22122526";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:35";"2024-01-31";"Success"
"22128566";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:45";"2024-01-31";"Success"
"22129512";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:45";"2024-01-31";"Success"
"22122527";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:45";"2024-01-31";"Success"
"22122528";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:45";"2024-01-31";"Success"
"22127497";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:45";"2024-01-31";"Success"
"22127498";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:45";"2024-01-31";"Success"
"22129513";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:03:47";"2024-01-31";"Success"
"22122529";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:11";"2024-01-31";"Success"
"22127499";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:11";"2024-01-31";"Success"
"22122530";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:13";"2024-01-31";"Success"
"22122531";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:20";"2024-01-31";"Success"
"22127500";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:23";"2024-01-31";"Success"
"22127501";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:34";"2024-01-31";"Success"
"22127502";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:34";"2024-01-31";"Success"
"22122533";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:34";"2024-01-31";"Success"
"22122532";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:34";"2024-01-31";"Success"
"22129514";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:34";"2024-01-31";"Success"
"22128567";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:34";"2024-01-31";"Success"
"22127503";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:35";"2024-01-31";"Success"
"22127504";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:35";"2024-01-31";"Success"
"22122534";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:35";"2024-01-31";"Success"
"22128568";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:37";"2024-01-31";"Success"
"22122536";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:38";"2024-01-31";"Success"
"22127505";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:38";"2024-01-31";"Success"
"22122537";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:38";"2024-01-31";"Success"
"22122535";;"Update Beneficiaries List Initiator Job";"31.01.2024 01:04:38";"2024-01-31";"Success"
"22208641";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:05:00";"2024-01-31";"Success"
"22207777";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:10:01";"2024-01-31";"Success"
"22206477";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:15:00";"2024-01-31";"Success"
"22207778";"20815785";"Elastic Search Cache Remove";"31.01.2024 01:15:00";"2024-01-31";"Success"
"22203394";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:20:00";"2024-01-31";"Success"
"22203395";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:25:00";"2024-01-31";"Success"
"22203396";"20815786";"Combined Evaluation Release - Initiator";"31.01.2024 01:30:00";"2024-01-31";"Success"
"22208642";"20815790";"External Partner Upload Initiator Job";"31.01.2024 01:30:00";"2024-01-31";"Success"
"22206478";"20815785";"Elastic Search Cache Remove";"31.01.2024 01:30:00";"2024-01-31";"Success"
"22207779";"20815784";"ES Incremental Coordinator Job";"31.01.2024 01:30:00";"2024-01-31";"Success"
"22207780";"22207779";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:30:01";"2024-01-31";"Success"
"22207781";"22207779";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:30:31";"2024-01-31";"Success"
"22207782";"22207779";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:31:02";"2024-01-31";"Success"
"22207783";"22207779";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:31:32";"2024-01-31";"Success"
"22207784";"22207779";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 01:32:02";"2024-01-31";"Success"
"22207785";"22207779";"ES incremental delete";"31.01.2024 01:32:33";"2024-01-31";"Success"
"22207786";"22122524";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:29";"2024-01-31";"Success"
"22207787";"22207786";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:29";"2024-01-31";"Success"
"22207788";"22207787";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:29";"2024-01-31";"Success"
"22208645";"22208644";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:30";"2024-01-31";"Success"
"22208644";"22208643";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:30";"2024-01-31";"Success"
"22208643";"22122525";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:30";"2024-01-31";"Success"
"22203397";"22122526";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:35";"2024-01-31";"Success"
"22203398";"22203397";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:36";"2024-01-31";"Success"
"22203399";"22203398";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:36";"2024-01-31";"Success"
"22203401";"22203400";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22208649";"22127498";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22208648";"22208647";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22208647";"22208646";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22208646";"22122528";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22206479";"22128566";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22207794";"22207793";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22203402";"22203401";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22207792";"22129512";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22207793";"22207792";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22207790";"22207789";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22207789";"22122527";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22208650";"22208649";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22203400";"22127497";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22207791";"22207790";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22208651";"22208650";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:45";"2024-01-31";"Success"
"22206480";"22129513";"Update Beneficiaries List Initiator Job";"31.01.2024 01:33:47";"2024-01-31";"Success"
"22203403";;"Printing Job";"31.01.2024 01:33:50";"2024-01-31";"Failed"
"22206481";"22206479";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:33:54";"2024-01-31";"Success"
"22206482";"22206481";"Update Beneficiaries List Worker Job";"31.01.2024 01:33:55";"2024-01-31";"Success"
"22203406";"22203405";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:11";"2024-01-31";"Success"
"22203405";"22203404";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:11";"2024-01-31";"Success"
"22207795";"22122529";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:11";"2024-01-31";"Success"
"22203404";"22127499";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:11";"2024-01-31";"Success"
"22207796";"22207795";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:11";"2024-01-31";"Success"
"22207797";"22207796";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:11";"2024-01-31";"Success"
"22208652";"22122530";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:14";"2024-01-31";"Success"
"22208654";"22208653";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:14";"2024-01-31";"Success"
"22208653";"22208652";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:14";"2024-01-31";"Success"
"22206485";"22206484";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:20";"2024-01-31";"Success"
"22206484";"22206483";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:20";"2024-01-31";"Success"
"22206483";"22122531";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:20";"2024-01-31";"Success"
"22203408";"22203407";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:23";"2024-01-31";"Success"
"22203407";"22127500";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:23";"2024-01-31";"Success"
"22203409";"22203408";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:24";"2024-01-31";"Success"
"22206486";"22127502";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22207798";"22122532";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22207799";"22207798";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22203410";"22122533";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22207800";"22207799";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22208655";"22127501";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22208656";"22208655";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22208657";"22208656";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:34";"2024-01-31";"Success"
"22208658";"22129514";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206489";"22127504";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206488";"22206487";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206487";"22128567";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22208659";"22208658";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22208660";"22208659";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22208661";"22122534";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206492";"22206489";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22208662";"22208661";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206490";"22206488";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22203412";"22203411";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22203411";"22203410";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22208663";"22208662";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206491";"22206486";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22209415";"22209414";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22209414";"22209413";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22209413";"22127503";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:35";"2024-01-31";"Success"
"22206494";"22206491";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:36";"2024-01-31";"Success"
"22206493";"22206492";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:36";"2024-01-31";"Success"
"22209417";"22209416";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:37";"2024-01-31";"Success"
"22209416";"22128568";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:37";"2024-01-31";"Success"
"22208665";"22208664";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
"22209418";"22209417";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
"22208666";"22208665";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
"22207806";"22207805";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
"22207802";"22207801";"Update Beneficiaries List Monitoring Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
"22207803";"22207802";"Update Beneficiaries List Worker Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
"22208664";"22122535";"Update Beneficiaries List Initiator Job";"31.01.2024 01:34:38";"2024-01-31";"Success"
