"id";"parentLogId";"desc";"createDate";"updateStatusDate";"status"
"21802763";"20411419";"Combined Evaluation Release - Initiator";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21802128";"20411417";"ES Incremental Coordinator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21802127";"20411421";"External Partner Upload Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21800707";"20411418";"Elastic Search Cache Remove";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21799285";"20411420";"Send Portfolio Changes To NIP Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Partial Success"
"21802129";"21802128";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:00:01";"2024-01-31";"Success"
"21802130";"21802128";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:00:31";"2024-01-31";"Success"
"21728921";;"Match And Book Incoming Payment Initiator Job";"31.01.2024 00:00:39";"2024-01-31";"Success"
"21728931";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728930";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
