"id";"parentLogId";"desc";"createDate";"updateStatusDate";"status"
"21728921";;"Match And Book Incoming Payment Initiator Job";"31.01.2024 00:00:39";"2024-01-31";"Success"
"21805446";;"Match And Book Incoming Payment Initiator Job";"31.01.2024 00:09:43";"2024-01-31";"Success"
"21805596";;"Match And Book Incoming Payment Initiator Job";"31.01.2024 00:10:01";"2024-01-31";"Success"
"21704954";;"Manual Payment Match Worker Job";"31.01.2024 09:25:50";"2024-01-31";"Success"
"21704978";;"Manual Payment Match Worker Job";"31.01.2024 09:31:06";"2024-01-31";"Success"
"21704986";;"Manual Payment Match Worker Job";"31.01.2024 09:33:59";"2024-01-31";"Success"
"21704989";;"Manual Payment Match Worker Job";"31.01.2024 09:37:10";"2024-01-31";"Success"
"21704996";;"Manual Payment Match Worker Job";"31.01.2024 09:38:39";"2024-01-31";"Success"
"21705007";;"Manual Payment Match Worker Job";"31.01.2024 09:47:25";"2024-01-31";"Failed"
"21705010";;"Manual Payment Match Worker Job";"31.01.2024 09:49:34";"2024-01-31";"Success"
"21705017";;"Manual Payment Match Worker Job";"31.01.2024 09:54:50";"2024-01-31";"Success"
"21705018";;"Manual Payment Match Worker Job";"31.01.2024 09:54:56";"2024-01-31";"Success"
"21705019";;"Manual Payment Match Worker Job";"31.01.2024 09:56:53";"2024-01-31";"Success"
"21705029";;"Manual Payment Match Worker Job";"31.01.2024 09:59:23";"2024-01-31";"Success"
"21705050";;"Manual Payment Match Worker Job";"31.01.2024 10:09:58";"2024-01-31";"Success"
"21801184";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801183";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801182";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801181";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801177";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801179";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801178";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801176";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801174";"21819964";"Outgoing Payments To NIP Monitoring Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801180";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801175";"21801174";"Outgoing Payments To NIP Worker Job";"31.01.2024 16:44:52";"2024-01-31";"Partial Success"
"21801227";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:42";"2024-01-31";"Partial Success"
"21801226";"21818334";"Outgoing Payments To NIP Monitoring Job";"31.01.2024 18:39:42";"2024-01-31";"Partial Success"
"21801229";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801230";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801231";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801232";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801233";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801234";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801235";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801236";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801228";"21801226";"Outgoing Payments To NIP Worker Job";"31.01.2024 18:39:43";"2024-01-31";"Partial Success"
"21801254";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
"21801255";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
"21801256";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
"21801257";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
"21801262";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
"21801259";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
"21801260";"21801239";"Generate Payment Slips Worker Job";"31.01.2024 18:56:33";"2024-01-31";"Unscheduled"
