"id";"parentLogId";"desc";"createDate";"updateStatusDate";"status"
"21820283";;"Earned Premium Transactions Initiator Job";"01.02.2024 09:10:52";"2024-02-02";"Success"
"21879653";"21820283";"Earned Premium Transactions Monitoring Job";"01.02.2024 12:37:35";"2024-02-02";"Success"
"21879654";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:35";"2024-02-01";"Success"
"21879655";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:35";"2024-02-01";"Success"
"21879656";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:35";"2024-02-01";"Success"
"21879657";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:35";"2024-02-01";"Success"
"21879672";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:36";"2024-02-01";"Success"
"21879671";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:36";"2024-02-01";"Success"
"21879670";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:36";"2024-02-01";"Success"
"21879669";"21879653";"Earned Premium Transactions Creation";"01.02.2024 12:37:36";"2024-02-01";"Success"
