"id";"parentLogId";"desc";"createDate";"updateStatusDate";"status"
"21802890";"21707578";"GA GL Export - Initiator";"31.01.2024 09:00:02";"2024-01-31";"Success"
"21802891";"21707578";"GA GL Export - Initiator";"31.01.2024 09:02:23";"2024-01-31";"Success"
"21802893";"21802892";"GA GL Export - Worker";"31.01.2024 09:02:37";"2024-01-31";"Success"
"21802892";"21802891";"GA GL Export - Monitoring";"31.01.2024 09:02:37";"2024-01-31";"Success"
"21802911";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802910";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Success"
"21802909";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802908";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802907";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802906";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802905";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Success"
"21802903";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802902";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Success"
"21802901";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802900";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802899";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802898";"21817448";"GL Export - monitoring Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802904";"21802898";"GL Export - worker Job";"31.01.2024 09:04:27";"2024-01-31";"Partial Success"
"21802917";"21802898";"GL Export - worker Job";"31.01.2024 09:04:28";"2024-01-31";"Success"
"21802916";"21802898";"GL Export - worker Job";"31.01.2024 09:04:28";"2024-01-31";"Success"
"21802913";"21802898";"GL Export - worker Job";"31.01.2024 09:04:28";"2024-01-31";"Success"
"21802914";"21802898";"GL Export - worker Job";"31.01.2024 09:04:28";"2024-01-31";"Success"
"21802915";"21802898";"GL Export - worker Job";"31.01.2024 09:04:28";"2024-01-31";"Partial Success"
"21802912";"21802898";"GL Export - worker Job";"31.01.2024 09:04:28";"2024-01-31";"Success"
"21802918";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Partial Success"
"21802919";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Success"
"21802920";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Partial Success"
"21802921";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Success"
"21802922";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Success"
"21802923";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Partial Success"
"21802924";"21802898";"GL Export - worker Job";"31.01.2024 09:04:29";"2024-01-31";"Partial Success"
"21802928";"21802898";"GL Export - worker Job";"31.01.2024 09:04:30";"2024-01-31";"Partial Success"
"21802925";"21802898";"GL Export - worker Job";"31.01.2024 09:04:30";"2024-01-31";"Success"
