"id";"parentLogId";"desc";"createDate";"updateStatusDate";"status"
"21802763";"20411419";"Combined Evaluation Release - Initiator";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21802128";"20411417";"ES Incremental Coordinator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21802127";"20411421";"External Partner Upload Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21800707";"20411418";"Elastic Search Cache Remove";"31.01.2024 00:00:00";"2024-01-31";"Success"
"21799285";"20411420";"Send Portfolio Changes To NIP Initiator Job";"31.01.2024 00:00:00";"2024-01-31";"Partial Success"
"21802129";"21802128";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:00:01";"2024-01-31";"Success"
"21802130";"21802128";"Elastic Search Incremental Indexing Initiator Job";"31.01.2024 00:00:31";"2024-01-31";"Success"
"21728921";;"Match And Book Incoming Payment Initiator Job";"31.01.2024 00:00:39";"2024-01-31";"Success"
"21728931";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728930";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728929";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728927";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728926";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728928";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728924";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728925";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728923";;"Printing Job";"31.01.2024 00:00:41";"2024-01-31";"Success"
"21728932";;"Printing Job";"31.01.2024 00:00:42";"2024-01-31";"Success"
"21728934";;"Printing Job";"31.01.2024 00:00:43";"2024-01-31";"Success"
"21728933";;"Printing Job";"31.01.2024 00:00:43";"2024-01-31";"Success"
"21728935";;"Printing Job";"31.01.2024 00:00:43";"2024-01-31";"Success"
"21728936";;"Printing Job";"31.01.2024 00:00:45";"2024-01-31";"Success"
"21728937";;"Printing Job";"31.01.2024 00:00:45";"2024-01-31";"Success"
"21728938";;"Printing Job";"31.01.2024 00:00:45";"2024-01-31";"Success"
"21728939";;"Printing Job";"31.01.2024 00:00:45";"2024-01-31";"Success"
"21728940";;"Printing Job";"31.01.2024 00:00:45";"2024-01-31";"Success"
"21728941";;"Printing Job";"31.01.2024 00:00:45";"2024-01-31";"Success"
"21728945";;"Printing Job";"31.01.2024 00:00:46";"2024-01-31";"Success"
"21728943";;"Printing Job";"31.01.2024 00:00:46";"2024-01-31";"Success"
"21728942";;"Printing Job";"31.01.2024 00:00:46";"2024-01-31";"Success"
"21728944";;"Printing Job";"31.01.2024 00:00:46";"2024-01-31";"Success"
"21728947";;"Printing Job";"31.01.2024 00:00:47";"2024-01-31";"Success"
"21728946";;"Printing Job";"31.01.2024 00:00:47";"2024-01-31";"Success"
"21728948";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728949";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728950";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728951";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728952";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728953";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728954";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728955";;"Printing Job";"31.01.2024 00:00:48";"2024-01-31";"Success"
"21728956";;"Printing Job";"31.01.2024 00:00:49";"2024-01-31";"Success"
"21728957";;"Printing Job";"31.01.2024 00:00:49";"2024-01-31";"Success"
"21728958";;"Printing Job";"31.01.2024 00:00:49";"2024-01-31";"Success"
"21728959";;"Printing Job";"31.01.2024 00:00:49";"2024-01-31";"Success"
"21728962";;"Printing Job";"31.01.2024 00:00:50";"2024-01-31";"Success"
"21728965";;"Printing Job";"31.01.2024 00:00:50";"2024-01-31";"Success"
"21728964";;"Printing Job";"31.01.2024 00:00:50";"2024-01-31";"Success"
"21728963";;"Printing Job";"31.01.2024 00:00:50";"2024-01-31";"Success"
"21728960";;"Printing Job";"31.01.2024 00:00:50";"2024-01-31";"Success"
"21728961";;"Printing Job";"31.01.2024 00:00:50";"2024-01-31";"Success"
"21728966";;"Printing Job";"31.01.2024 00:00:51";"2024-01-31";"Success"
"21728967";;"Printing Job";"31.01.2024 00:00:51";"2024-01-31";"Success"
"21728968";;"Printing Job";"31.01.2024 00:00:52";"2024-01-31";"Success"
"21728969";;"Printing Job";"31.01.2024 00:00:52";"2024-01-31";"Success"
"21728970";;"Printing Job";"31.01.2024 00:00:52";"2024-01-31";"Success"
"21728971";;"Printing Job";"31.01.2024 00:00:52";"2024-01-31";"Success"
"21728972";;"Printing Job";"31.01.2024 00:00:52";"2024-01-31";"Success"
